id,original,surface,pronunciation,type,field,era,birth_year,death_year,nobel,gender,country,status,description,image,image_page
783,セオドア・フォン・カルマン,セオドア・フォン・カルマン,セオドア・フォン・カルマン,full,物理/数学/天文学,近代,1881,1963,no,男性,アメリカ合衆国/ドイツ帝国/ハンガリー/ヴァイマル共和政,物故,航空工学の基礎を築いたその業績から「航空工学の父」とも称される。,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20von%20K%C3%A1rm%C3%A1n%20sketch%201931.png,https://commons.wikimedia.org/wiki/File:Theodor_von_K%C3%A1rm%C3%A1n_sketch_1931.png
784,セオドア・メイマン,メイマン,メイマン,family,物理,現代,1927,2007,no,男性,アメリカ合衆国,物故,ルビーを用いた世界初の動作するレーザー装置を開発した。,http://commons.wikimedia.org/wiki/Special:FilePath/Maiman%20with%20the%20first%20laser.jpg,https://commons.wikimedia.org/wiki/File:Maiman_with_the_first_laser.jpg
784,セオドア・メイマン,セオドア・メイマン,セオドア・メイマン,full,物理,現代,1927,2007,no,男性,アメリカ合衆国,物故,ルビーを用いた世界初の動作するレーザー装置を開発した。,http://commons.wikimedia.org/wiki/Special:FilePath/Maiman%20with%20the%20first%20laser.jpg,https://commons.wikimedia.org/wiki/File:Maiman_with_the_first_laser.jpg
785,セザーレ・ラッテス,ラッテス,ラッテス,family,物理,現代,1924,2005,no,男性,ブラジル,物故,パイ中間子の発見者の一人である。ラッテスはユダヤ系イタリア人移民の家に生れた。サンパウロ大学の数学科、物理学科を1943年に卒業した。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Lattes%20%281954%29.tif,https://commons.wikimedia.org/wiki/File:C%C3%A9sar_Lattes_%281954%29.tif
785,セザーレ・ラッテス,セザーレ・ラッテス,セザーレ・ラッテス,full,物理,現代,1924,2005,no,男性,ブラジル,物故,パイ中間子の発見者の一人である。ラッテスはユダヤ系イタリア人移民の家に生れた。サンパウロ大学の数学科、物理学科を1943年に卒業した。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Lattes%20%281954%29.tif,https://commons.wikimedia.org/wiki/File:C%C3%A9sar_Lattes_%281954%29.tif
786,セシル・ドウィット＝モレット,ドウィット＝モレット,ドウィット・モレット,family,物理/数学,現代,1922,2017,no,女性,フランス,物故,フランスアルプスで夏に開催されるエコール・ドゥ・フィジック・デ・ズーシュ（レ・ズーシュ物理スクール）を創始したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9cile%20DeWitt-Morette%20%28cropped%29.png,https://commons.wikimedia.org/wiki/File:C%C3%A9cile_DeWitt-Morette_%28cropped%29.png
786,セシル・ドウィット＝モレット,セシル・ドウィット＝モレット,セシル・ドウィット・モレット,full,物理/数学,現代,1922,2017,no,女性,フランス,物故,フランスアルプスで夏に開催されるエコール・ドゥ・フィジック・デ・ズーシュ（レ・ズーシュ物理スクール）を創始したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9cile%20DeWitt-Morette%20%28cropped%29.png,https://commons.wikimedia.org/wiki/File:C%C3%A9cile_DeWitt-Morette_%28cropped%29.png
787,セス・ネッダーマイヤー,ネッダーマイヤー,ネッダーマイヤー,family,物理,現代,1907,1988,no,男性,アメリカ合衆国,物故,1937年に同国出身の物理学者であるカール・デイヴィッド・アンダーソンの共同研究者として宇宙線の中からミュー粒子を発見したことで名高い。,http://commons.wikimedia.org/wiki/Special:FilePath/Seth%20Neddermeyer.jpg,https://commons.wikimedia.org/wiki/File:Seth_Neddermeyer.jpg
787,セス・ネッダーマイヤー,セス・ネッダーマイヤー,セス・ネッダーマイヤー,full,物理,現代,1907,1988,no,男性,アメリカ合衆国,物故,1937年に同国出身の物理学者であるカール・デイヴィッド・アンダーソンの共同研究者として宇宙線の中からミュー粒子を発見したことで名高い。,http://commons.wikimedia.org/wiki/Special:FilePath/Seth%20Neddermeyer.jpg,https://commons.wikimedia.org/wiki/File:Seth_Neddermeyer.jpg
788,セルゲイ・カピーツァ,カピーツァ,カピーツァ,family,物理/数学,現代,1928,2012,no,男性,イギリス/ソビエト連邦/ロシア,物故,父親は著名なノーベル賞物理学者ピョートル・カピーツァ。,http://commons.wikimedia.org/wiki/Special:FilePath/Sergey%20Kapitsa.jpg,https://commons.wikimedia.org/wiki/File:Sergey_Kapitsa.jpg
788,セルゲイ・カピーツァ,セルゲイ・カピーツァ,セルゲイ・カピーツァ,full,物理/数学,現代,1928,2012,no,男性,イギリス/ソビエト連邦/ロシア,物故,父親は著名なノーベル賞物理学者ピョートル・カピーツァ。,http://commons.wikimedia.org/wiki/Special:FilePath/Sergey%20Kapitsa.jpg,https://commons.wikimedia.org/wiki/File:Sergey_Kapitsa.jpg
789,セルゲイ・コロリョフ,コロリョフ,コロリョフ,family,物理,現代,1907,1966,no,男性,ソビエト連邦,物故,ソビエト連邦の最初期のロケット開発指導者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B8%D0%BD%D0%B0%20%D0%B8%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B8%D0%BD%D0%B0_%D0%B8_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%28cropped%29.jpg
789,セルゲイ・コロリョフ,セルゲイ・コロリョフ,セルゲイ・コロリョフ,full,物理,現代,1907,1966,no,男性,ソビエト連邦,物故,ソビエト連邦の最初期のロケット開発指導者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B8%D0%BD%D0%B0%20%D0%B8%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B8%D0%BD%D0%B0_%D0%B8_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%8B_%28cropped%29.jpg
790,セルゲイ・ヴァヴィロフ,ヴァヴィロフ,ヴァヴィロフ,family,物理,近代,1891,1951,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,チェレンコフ放射（ヴァヴィロフ・チェレンコフ効果）の発見を導いた研究を行った。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg
790,セルゲイ・ヴァヴィロフ,セルゲイ・ヴァヴィロフ,セルゲイ・ヴァヴィロフ,full,物理,近代,1891,1951,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,チェレンコフ放射（ヴァヴィロフ・チェレンコフ効果）の発見を導いた研究を行った。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2%20%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87.jpg
791,ゼノブ・グラム,グラム,グラム,family,物理,近代,1826,1901,no,男性,ベルギー,物故,環状電機子を用いたグラム発電機を開発した。リエージュ近くのジュアイー・ボドネに生まれた。,http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A9nobe%20Gramme%201893.jpg,https://commons.wikimedia.org/wiki/File:Z%C3%A9nobe_Gramme_1893.jpg
791,ゼノブ・グラム,ゼノブ・グラム,ゼノブ・グラム,full,物理,近代,1826,1901,no,男性,ベルギー,物故,環状電機子を用いたグラム発電機を開発した。リエージュ近くのジュアイー・ボドネに生まれた。,http://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%A9nobe%20Gramme%201893.jpg,https://commons.wikimedia.org/wiki/File:Z%C3%A9nobe_Gramme_1893.jpg
793,ソフィア・コワレフスカヤ,コワレフスカヤ,コワレフスカヤ,family,物理/数学,近代,1850,1891,no,女性,スウェーデン/ロシア帝国,物故,偏微分方程式の解の存在と一意性を示すコーシー・コワレフスカヤの定理の一般化で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sofja%20Wassiljewna%20Kowalewskaja%201.jpg,https://commons.wikimedia.org/wiki/File:Sofja_Wassiljewna_Kowalewskaja_1.jpg
793,ソフィア・コワレフスカヤ,ソフィア・コワレフスカヤ,ソフィア・コワレフスカヤ,full,物理/数学,近代,1850,1891,no,女性,スウェーデン/ロシア帝国,物故,偏微分方程式の解の存在と一意性を示すコーシー・コワレフスカヤの定理の一般化で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sofja%20Wassiljewna%20Kowalewskaja%201.jpg,https://commons.wikimedia.org/wiki/File:Sofja_Wassiljewna_Kowalewskaja_1.jpg
794,ソフィ・ジェルマン,ジェルマン,ジェルマン,family,物理/数学,近代,1776,1831,no,女性,フランス,物故,「ソフィ・ジェルマン素数」やフェルマーの最終定理への部分的証明、弾性理論の研究で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Germain%20-%20%C5%92uvres%20philosophiques%2C%201896%20%28Illustration%20page%204%29.jpg,https://commons.wikimedia.org/wiki/File:Germain_-_%C5%92uvres_philosophiques%2C_1896_%28Illustration_page_4%29.jpg
794,ソフィ・ジェルマン,ソフィ・ジェルマン,ソフィ・ジェルマン,full,物理/数学,近代,1776,1831,no,女性,フランス,物故,「ソフィ・ジェルマン素数」やフェルマーの最終定理への部分的証明、弾性理論の研究で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Germain%20-%20%C5%92uvres%20philosophiques%2C%201896%20%28Illustration%20page%204%29.jpg,https://commons.wikimedia.org/wiki/File:Germain_-_%C5%92uvres_philosophiques%2C_1896_%28Illustration_page_4%29.jpg
795,ダグラス・ハートリー,ハートリー,ハートリー,family,物理/化学/数学/計算機科学,近代,1897,1958,no,男性,イギリス,物故,数値解析の発展への貢献、ハートリー-フォック方程式の原子物理学への応用、メカノによる微分解析機の製作で知られている。,http://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20hartree.jpg,https://commons.wikimedia.org/wiki/File:Douglas_hartree.jpg
795,ダグラス・ハートリー,ダグラス・ハートリー,ダグラス・ハートリー,full,物理/化学/数学/計算機科学,近代,1897,1958,no,男性,イギリス,物故,数値解析の発展への貢献、ハートリー-フォック方程式の原子物理学への応用、メカノによる微分解析機の製作で知られている。,http://commons.wikimedia.org/wiki/Special:FilePath/Douglas%20hartree.jpg,https://commons.wikimedia.org/wiki/File:Douglas_hartree.jpg
796,ダグラス・ホフスタッター,ホフスタッター,ホフスタッター,family,物理/計算機科学,現代,1945,NA,no,男性,アメリカ合衆国,存命,外界との関係における自己意識、意識、類推形成、芸術的創造、文学の翻訳、数学や物理学における発見などの概念を研究している。,http://commons.wikimedia.org/wiki/Special:FilePath/Hofstadter2002.jpg,https://commons.wikimedia.org/wiki/File:Hofstadter2002.jpg
796,ダグラス・ホフスタッター,ダグラス・ホフスタッター,ダグラス・ホフスタッター,full,物理/計算機科学,現代,1945,NA,no,男性,アメリカ合衆国,存命,外界との関係における自己意識、意識、類推形成、芸術的創造、文学の翻訳、数学や物理学における発見などの概念を研究している。,http://commons.wikimedia.org/wiki/Special:FilePath/Hofstadter2002.jpg,https://commons.wikimedia.org/wiki/File:Hofstadter2002.jpg
797,ダドリー・ハーシュバック,ハーシュバック,ハーシュバック,family,物理/化学/数学,現代,1932,NA,yes,男性,アメリカ合衆国,存命,1986年に化学反応素過程の動力学的研究により李遠哲・ジョン・ポラニーと共にノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Dudley%20Herschbach%20HD2011%20AIC%20Gold%20Medal%202.jpg,https://commons.wikimedia.org/wiki/File:Dudley_Herschbach_HD2011_AIC_Gold_Medal_2.jpg
797,ダドリー・ハーシュバック,ダドリー・ハーシュバック,ダドリー・ハーシュバック,full,物理/化学/数学,現代,1932,NA,yes,男性,アメリカ合衆国,存命,1986年に化学反応素過程の動力学的研究により李遠哲・ジョン・ポラニーと共にノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Dudley%20Herschbach%20HD2011%20AIC%20Gold%20Medal%202.jpg,https://commons.wikimedia.org/wiki/File:Dudley_Herschbach_HD2011_AIC_Gold_Medal_2.jpg
798,ダニエル・シェヒトマン,シェヒトマン,シェヒトマン,family,物理/化学,現代,1941,NA,yes,男性,アメリカ合衆国/イスラエル,存命,周期性を持たない秩序結晶である準結晶を発見し2011年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Nobel%20Prize%202011-Nobel%20interviews%20KVA-DSC%208049.jpg,https://commons.wikimedia.org/wiki/File:Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8049.jpg
798,ダニエル・シェヒトマン,ダニエル・シェヒトマン,ダニエル・シェヒトマン,full,物理/化学,現代,1941,NA,yes,男性,アメリカ合衆国/イスラエル,存命,周期性を持たない秩序結晶である準結晶を発見し2011年ノーベル化学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Nobel%20Prize%202011-Nobel%20interviews%20KVA-DSC%208049.jpg,https://commons.wikimedia.org/wiki/File:Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8049.jpg
799,ダニエル・スワロフスキー,スワロフスキー,スワロフスキー,family,物理,近代,1862,1956,no,男性,オーストリア/オーストリア帝国,物故,精密なクリスタルガラス自動裁断機を発明したガラス製造業者。,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Swarovski%20portrait.jpg,https://commons.wikimedia.org/wiki/File:Daniel_Swarovski_portrait.jpg
799,ダニエル・スワロフスキー,ダニエル・スワロフスキー,ダニエル・スワロフスキー,full,物理,近代,1862,1956,no,男性,オーストリア/オーストリア帝国,物故,精密なクリスタルガラス自動裁断機を発明したガラス製造業者。,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Swarovski%20portrait.jpg,https://commons.wikimedia.org/wiki/File:Daniel_Swarovski_portrait.jpg
800,ダニエル・ラザフォード,ラザフォード,ラザフォード,family,物理/化学,近代,1749,1819,no,男性,グレートブリテン及びアイルランド連合王国,物故,窒素を1772年に発見したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Rutherford%20Daniel.jpg,https://commons.wikimedia.org/wiki/File:Rutherford_Daniel.jpg
800,ダニエル・ラザフォード,ダニエル・ラザフォード,ダニエル・ラザフォード,full,物理/化学,近代,1749,1819,no,男性,グレートブリテン及びアイルランド連合王国,物故,窒素を1772年に発見したことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Rutherford%20Daniel.jpg,https://commons.wikimedia.org/wiki/File:Rutherford_Daniel.jpg
801,ダフィット・ヒルベルト,ヒルベルト,ヒルベルト,family,物理/数学,近代,1862,1943,no,男性,ドイツ帝国/ナチス・ドイツ/プロイセン王国/ヴァイマル共和政,物故,ヒルベルト空間と23のヒルベルト問題を提示し、20世紀数学の研究課題を定めた。,http://commons.wikimedia.org/wiki/Special:FilePath/Hilbert.jpg,https://commons.wikimedia.org/wiki/File:Hilbert.jpg
801,ダフィット・ヒルベルト,ダフィット・ヒルベルト,ダフィット・ヒルベルト,full,物理/数学,近代,1862,1943,no,男性,ドイツ帝国/ナチス・ドイツ/プロイセン王国/ヴァイマル共和政,物故,ヒルベルト空間と23のヒルベルト問題を提示し、20世紀数学の研究課題を定めた。,http://commons.wikimedia.org/wiki/Special:FilePath/Hilbert.jpg,https://commons.wikimedia.org/wiki/File:Hilbert.jpg
802,ダヴィッド・ルエール,ルエール,ルエール,family,物理/数学,現代,1935,NA,no,男性,フランス/ベルギー,存命,オランダのFloris Takensと共同でストレンジ・アトラクタ（strange attractor）という用語を提唱し、乱流に関する新理論を打ち立てた。,http://commons.wikimedia.org/wiki/Special:FilePath/Ruelle%2C%20David%20%281935%29.jpeg,https://commons.wikimedia.org/wiki/File:Ruelle%2C_David_%281935%29.jpeg
802,ダヴィッド・ルエール,ダヴィッド・ルエール,ダヴィッド・ルエール,full,物理/数学,現代,1935,NA,no,男性,フランス/ベルギー,存命,オランダのFloris Takensと共同でストレンジ・アトラクタ（strange attractor）という用語を提唱し、乱流に関する新理論を打ち立てた。,http://commons.wikimedia.org/wiki/Special:FilePath/Ruelle%2C%20David%20%281935%29.jpeg,https://commons.wikimedia.org/wiki/File:Ruelle%2C_David_%281935%29.jpeg
804,チェスター・カールソン,カールソン,カールソン,family,物理,現代,1906,1968,no,男性,アメリカ合衆国,物故,謄写版を使った湿式ではなく、乾式複写で使われる電子写真法を発明したことで知られる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_cf9782996c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_cf9782996c.svg
804,チェスター・カールソン,チェスター・カールソン,チェスター・カールソン,full,物理,現代,1906,1968,no,男性,アメリカ合衆国,物故,謄写版を使った湿式ではなく、乾式複写で使われる電子写真法を発明したことで知られる。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_cf9782996c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_cf9782996c.svg
805,チャリング・クープマンス,クープマンス,クープマンス,family,物理/数学,現代,1910,1985,no,男性,アメリカ合衆国/オランダ王国,物故,アクティビティ分析の創始者の1人である。,http://commons.wikimedia.org/wiki/Special:FilePath/TjallingKoopmans1967.jpg,https://commons.wikimedia.org/wiki/File:TjallingKoopmans1967.jpg
805,チャリング・クープマンス,チャリング・クープマンス,チャリング・クープマンス,full,物理/数学,現代,1910,1985,no,男性,アメリカ合衆国/オランダ王国,物故,アクティビティ分析の創始者の1人である。,http://commons.wikimedia.org/wiki/Special:FilePath/TjallingKoopmans1967.jpg,https://commons.wikimedia.org/wiki/File:TjallingKoopmans1967.jpg
806,チャールズ・カオ,カオ,カオ,family,物理,現代,1933,2018,yes,男性,アメリカ合衆国/イギリス,物故,光ファイバーによる長距離通信を可能にする低損失ガラスの条件を示し2009年ノーベル物理学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20K.%20Kao%20cropped%202.jpg,https://commons.wikimedia.org/wiki/File:Charles_K._Kao_cropped_2.jpg
806,チャールズ・カオ,チャールズ・カオ,チャールズ・カオ,full,物理,現代,1933,2018,yes,男性,アメリカ合衆国/イギリス,物故,光ファイバーによる長距離通信を可能にする低損失ガラスの条件を示し2009年ノーベル物理学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20K.%20Kao%20cropped%202.jpg,https://commons.wikimedia.org/wiki/File:Charles_K._Kao_cropped_2.jpg
807,チャールズ・ゴールトン・ダーウィン,ダーウィン,ダーウィン,family,物理,近代,1887,1962,no,男性,イギリス,物故,X線回折の力学的理論を確立した物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20G.%20Darwin%2C%20Bain%20News%20Service%20photo%20portrait.jpg,https://commons.wikimedia.org/wiki/File:Charles_G._Darwin%2C_Bain_News_Service_photo_portrait.jpg
807,チャールズ・ゴールトン・ダーウィン,チャールズ・ゴールトン・ダーウィン,チャールズ・ゴールトン・ダーウィン,full,物理,近代,1887,1962,no,男性,イギリス,物故,X線回折の力学的理論を確立した物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20G.%20Darwin%2C%20Bain%20News%20Service%20photo%20portrait.jpg,https://commons.wikimedia.org/wiki/File:Charles_G._Darwin%2C_Bain_News_Service_photo_portrait.jpg
808,チャールズ・サンダース・パース,パース,パース,family,物理/数学,近代,1839,1914,no,男性,アメリカ合衆国,物故,アメリカ合衆国の哲学者、論理学者、数学者、科学者であり、プラグマティズムの創始者として知られる。マサチューセッツ州ケンブリッジ生まれ。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Sanders%20Peirce.jpg,https://commons.wikimedia.org/wiki/File:Charles_Sanders_Peirce.jpg
808,チャールズ・サンダース・パース,チャールズ・サンダース・パース,チャールズ・サンダース・パース,full,物理/数学,近代,1839,1914,no,男性,アメリカ合衆国,物故,アメリカ合衆国の哲学者、論理学者、数学者、科学者であり、プラグマティズムの創始者として知られる。マサチューセッツ州ケンブリッジ生まれ。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Sanders%20Peirce.jpg,https://commons.wikimedia.org/wiki/File:Charles_Sanders_Peirce.jpg
809,チャールズ・スターク・ドレイパー,ドレイパー,ドレイパー,family,物理/計算機科学,現代,1901,1987,no,男性,アメリカ合衆国,物故,MIT器械工学研究所の創設者で初代所長であり、NASAのアポロ誘導コンピュータの設計・製作を指揮し、アポロの月着陸を可能にした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Stark%20Draper%20in%201966.agr.jpg,https://commons.wikimedia.org/wiki/File:Charles_Stark_Draper_in_1966.agr.jpg
809,チャールズ・スターク・ドレイパー,チャールズ・スターク・ドレイパー,チャールズ・スターク・ドレイパー,full,物理/計算機科学,現代,1901,1987,no,男性,アメリカ合衆国,物故,MIT器械工学研究所の創設者で初代所長であり、NASAのアポロ誘導コンピュータの設計・製作を指揮し、アポロの月着陸を可能にした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Stark%20Draper%20in%201966.agr.jpg,https://commons.wikimedia.org/wiki/File:Charles_Stark_Draper_in_1966.agr.jpg
810,チャールズ・デービッド・キーリング,キーリング,キーリング,family,物理/化学,現代,1928,2005,no,男性,アメリカ合衆国,物故,大気中二酸化炭素濃度の継続観測からキーリング曲線を明らかにした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20David%20Keeling%202001.jpg,https://commons.wikimedia.org/wiki/File:Charles_David_Keeling_2001.jpg
810,チャールズ・デービッド・キーリング,チャールズ・デービッド・キーリング,チャールズ・デービッド・キーリング,full,物理/化学,現代,1928,2005,no,男性,アメリカ合衆国,物故,大気中二酸化炭素濃度の継続観測からキーリング曲線を明らかにした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20David%20Keeling%202001.jpg,https://commons.wikimedia.org/wiki/File:Charles_David_Keeling_2001.jpg
811,チャールズ・トムソン・リーズ・ウィルソン,ウィルソン,ウィルソン,family,物理/化学,近代,1869,1959,yes,男性,イギリス/グレートブリテン及びアイルランド連合王国,物故,荷電粒子の飛跡を可視化する霧箱を考案し1927年ノーベル物理学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/CTR%20Wilson.jpg,https://commons.wikimedia.org/wiki/File:CTR_Wilson.jpg
811,チャールズ・トムソン・リーズ・ウィルソン,チャールズ・トムソン・リーズ・ウィルソン,チャールズ・トムソン・リーズ・ウィルソン,full,物理/化学,近代,1869,1959,yes,男性,イギリス/グレートブリテン及びアイルランド連合王国,物故,荷電粒子の飛跡を可視化する霧箱を考案し1927年ノーベル物理学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/CTR%20Wilson.jpg,https://commons.wikimedia.org/wiki/File:CTR_Wilson.jpg
812,チャールズ・バーノン・ボーイズ,ボーイズ,ボーイズ,family,物理,近代,1855,1944,no,男性,イギリス,物故,イギリスの物理学者であり、慎重かつ革新的な実験によって知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/CVBoys.jpg,https://commons.wikimedia.org/wiki/File:CVBoys.jpg
812,チャールズ・バーノン・ボーイズ,チャールズ・バーノン・ボーイズ,チャールズ・バーノン・ボーイズ,full,物理,近代,1855,1944,no,男性,イギリス,物故,イギリスの物理学者であり、慎重かつ革新的な実験によって知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/CVBoys.jpg,https://commons.wikimedia.org/wiki/File:CVBoys.jpg
814,チャールズ・プロテウス・スタインメッツ,スタインメッツ,スタインメッツ,family,物理/数学,近代,1865,1923,no,男性,アメリカ合衆国/ドイツ,物故,磁気ヒステリシス、電動機などの研究で数々の画期的な発見をした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Proteus%20Steinmetz.jpg,https://commons.wikimedia.org/wiki/File:Charles_Proteus_Steinmetz.jpg
814,チャールズ・プロテウス・スタインメッツ,チャールズ・プロテウス・スタインメッツ,チャールズ・プロテウス・スタインメッツ,full,物理/数学,近代,1865,1923,no,男性,アメリカ合衆国/ドイツ,物故,磁気ヒステリシス、電動機などの研究で数々の画期的な発見をした。,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Proteus%20Steinmetz.jpg,https://commons.wikimedia.org/wiki/File:Charles_Proteus_Steinmetz.jpg
815,チャールズ・ベネット,ベネット,ベネット,family,物理/計算機科学,現代,1943,NA,no,男性,アメリカ合衆国,存命,量子鍵配送プロトコル（BB84）や量子テレポーテーションを考案した量子情報科学の先駆者。,http://commons.wikimedia.org/wiki/Special:FilePath/Dr.%20Charles%20Bennett%20IBM%20Fellow.jpg,https://commons.wikimedia.org/wiki/File:Dr._Charles_Bennett_IBM_Fellow.jpg
815,チャールズ・ベネット,チャールズ・ベネット,チャールズ・ベネット,full,物理/計算機科学,現代,1943,NA,no,男性,アメリカ合衆国,存命,量子鍵配送プロトコル（BB84）や量子テレポーテーションを考案した量子情報科学の先駆者。,http://commons.wikimedia.org/wiki/Special:FilePath/Dr.%20Charles%20Bennett%20IBM%20Fellow.jpg,https://commons.wikimedia.org/wiki/File:Dr._Charles_Bennett_IBM_Fellow.jpg
816,チャールズ・ホイートストン,ホイートストン,ホイートストン,family,物理/数学,近代,1802,1875,no,男性,グレートブリテン及びアイルランド連合王国,物故,電気抵抗測定回路「ホイートストンブリッジ」に名を残す物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Wheatstone%20Charles%20drawing%201868.jpg,https://commons.wikimedia.org/wiki/File:Wheatstone_Charles_drawing_1868.jpg
816,チャールズ・ホイートストン,チャールズ・ホイートストン,チャールズ・ホイートストン,full,物理/数学,近代,1802,1875,no,男性,グレートブリテン及びアイルランド連合王国,物故,電気抵抗測定回路「ホイートストンブリッジ」に名を残す物理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Wheatstone%20Charles%20drawing%201868.jpg,https://commons.wikimedia.org/wiki/File:Wheatstone_Charles_drawing_1868.jpg
817,チャールズ・マイスナー,マイスナー,マイスナー,family,物理,現代,1932,2023,no,男性,アメリカ合衆国,物故,アメリカ合衆国の物理学者。メリーランド大学教授で、主に一般相対性理論宇宙論についての研究を行っている。,http://commons.wikimedia.org/wiki/Special:FilePath/CharlesMisner2009%2001.jpg,https://commons.wikimedia.org/wiki/File:CharlesMisner2009_01.jpg
