id,original,surface,pronunciation,type,image,image_page,title,org_name,role_in_org,first_year,species,cv_name,description
295,カステル・バルナバス,バルナバス,バルナバス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0296.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,壱岐陽山,連邦軍創設時からの老兵、用兵に長ける
295,カステル・バルナバス,カステルさん,カステルさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0296.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,壱岐陽山,連邦軍創設時からの老兵、用兵に長ける
296,フェルマー・サミル,フェルマー,フェルマー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0297.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,elf,三鈴尚矢,軍規を厳守する法務局長
296,フェルマー・サミル,フェルマー・サミル,フェルマー サミル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0297.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,elf,三鈴尚矢,軍規を厳守する法務局長
296,フェルマー・サミル,サミル,サミル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0297.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,elf,三鈴尚矢,軍規を厳守する法務局長
296,フェルマー・サミル,フェルマー局長,フェルマーきょくちょう,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0297.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,elf,三鈴尚矢,軍規を厳守する法務局長
297,フロスト・ケイト,フロスト,フロスト,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0298.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,朝深由芽,白兵戦に長ける、冷静な中年女性
297,フロスト・ケイト,フロスト・ケイト,フロスト ケイト,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0298.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,朝深由芽,白兵戦に長ける、冷静な中年女性
297,フロスト・ケイト,ケイト,ケイト,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0298.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,朝深由芽,白兵戦に長ける、冷静な中年女性
297,フロスト・ケイト,フロストさん,フロストさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0298.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,朝深由芽,白兵戦に長ける、冷静な中年女性
298,デランシー・ホランド,デランシー,デランシー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0299.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2015,human,竜岡春人,辺境出身の新米情報士
298,デランシー・ホランド,デランシー・ホランド,デランシー ホランド,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0299.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2015,human,竜岡春人,辺境出身の新米情報士
298,デランシー・ホランド,ホランド,ホランド,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0299.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2015,human,竜岡春人,辺境出身の新米情報士
298,デランシー・ホランド,ホランドくん,ホランドくん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0299.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2015,human,竜岡春人,辺境出身の新米情報士
299,イレム,イレム,イレム,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0300.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2007,machine,宇田川剛介,機械種族の戦闘指揮体現実主義者
299,イレム,イレム,イレム,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0300.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2007,machine,宇田川剛介,機械種族の戦闘指揮体現実主義者
300,ヴァルトリウス・ダリオ,ヴァルトリウス,ヴァルトリウス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0301.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,human,嶺川弘斗,議会軍総司令、空戦の英雄にして組織の重鎮
300,ヴァルトリウス・ダリオ,ヴァルトリウス・ダリオ,ヴァルトリウス ダリオ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0301.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,human,嶺川弘斗,議会軍総司令、空戦の英雄にして組織の重鎮
300,ヴァルトリウス・ダリオ,ダリオ,ダリオ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0301.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,human,嶺川弘斗,議会軍総司令、空戦の英雄にして組織の重鎮
300,ヴァルトリウス・ダリオ,ヴァルトリウスさん,ヴァルトリウスさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0301.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,human,嶺川弘斗,議会軍総司令、空戦の英雄にして組織の重鎮
301,エリムンド・カトリーナ,エリムンド,エリムンド,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0302.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,花薗泉,議会直属参謀、理知的な古株の策士
301,エリムンド・カトリーナ,エリムンド・カトリーナ,エリムンド カトリーナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0302.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,花薗泉,議会直属参謀、理知的な古株の策士
301,エリムンド・カトリーナ,カトリーナ,カトリーナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0302.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,花薗泉,議会直属参謀、理知的な古株の策士
301,エリムンド・カトリーナ,エリムンドさん,エリムンドさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0302.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,花薗泉,議会直属参謀、理知的な古株の策士
302,ラグナル・フェルジオ,ラグナル,ラグナル,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0303.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2000,human,海堂嵐真,空挺部隊長、現場主義で部下思い
302,ラグナル・フェルジオ,ラグナル・フェルジオ,ラグナル フェルジオ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0303.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2000,human,海堂嵐真,空挺部隊長、現場主義で部下思い
302,ラグナル・フェルジオ,フェルジオ,フェルジオ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0303.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2000,human,海堂嵐真,空挺部隊長、現場主義で部下思い
302,ラグナル・フェルジオ,ラグナルさん,ラグナルさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0303.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2000,human,海堂嵐真,空挺部隊長、現場主義で部下思い
303,テューレス・コルベリア,テューレス,テューレス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0304.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,human,芹沢なつき,砲術中尉、若き新星で次世代の旗手
303,テューレス・コルベリア,テューレス・コルベリア,テューレス コルベリア,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0304.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,human,芹沢なつき,砲術中尉、若き新星で次世代の旗手
303,テューレス・コルベリア,コルベリア,コルベリア,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0304.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,human,芹沢なつき,砲術中尉、若き新星で次世代の旗手
303,テューレス・コルベリア,コルベリアさん,コルベリアさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0304.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,human,芹沢なつき,砲術中尉、若き新星で次世代の旗手
304,サンルシール・ベルノ,サンルシール,サンルシール,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0305.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2000,human,楠亮生,情報斥候士、細身で身軽な諜報員
304,サンルシール・ベルノ,サンルシール・ベルノ,サンルシール ベルノ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0305.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2000,human,楠亮生,情報斥候士、細身で身軽な諜報員
304,サンルシール・ベルノ,ベルノ,ベルノ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0305.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2000,human,楠亮生,情報斥候士、細身で身軽な諜報員
304,サンルシール・ベルノ,ベルノさん,ベルノさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0305.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2000,human,楠亮生,情報斥候士、細身で身軽な諜報員
305,ドミニック・ゲルス,ドミニック,ドミニック,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0306.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,音田健作,最長老の武官、ダリオの旧友でもある
305,ドミニック・ゲルス,ドミニック・ゲルス,ドミニック ゲルス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0306.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,音田健作,最長老の武官、ダリオの旧友でもある
305,ドミニック・ゲルス,ゲルス,ゲルス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0306.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,音田健作,最長老の武官、ダリオの旧友でもある
305,ドミニック・ゲルス,ドミニックさん,ドミニックさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0306.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,human,音田健作,最長老の武官、ダリオの旧友でもある
306,トルナード・シルヴィア,トルナード,トルナード,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0307.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,紅一点,2005,human,小谷田侑李,機械部隊紅一点、可憐で芯が強い少尉
306,トルナード・シルヴィア,トルナード・シルヴィア,トルナード シルヴィア,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0307.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,紅一点,2005,human,小谷田侑李,機械部隊紅一点、可憐で芯が強い少尉
306,トルナード・シルヴィア,シルヴィア,シルヴィア,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0307.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,紅一点,2005,human,小谷田侑李,機械部隊紅一点、可憐で芯が強い少尉
306,トルナード・シルヴィア,シルヴィアさん,シルヴィアさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0307.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,紅一点,2005,human,小谷田侑李,機械部隊紅一点、可憐で芯が強い少尉
307,マグナス・レトー,マグナス,マグナス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0308.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,elf,神蔵裕馬,ガルドラリオルク元同僚砲手戦士
307,マグナス・レトー,マグナス・レトー,マグナス レトー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0308.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,elf,神蔵裕馬,ガルドラリオルク元同僚砲手戦士
307,マグナス・レトー,レトー,レトー,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0308.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,elf,神蔵裕馬,ガルドラリオルク元同僚砲手戦士
307,マグナス・レトー,マグナスさん,マグナスさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0308.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2002,elf,神蔵裕馬,ガルドラリオルク元同僚砲手戦士
308,ノルヴィス,ノルヴィス,ノルヴィス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0309.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,machine,嶋藤ことり,機械種族の少年型新メカ操縦士
308,ノルヴィス,ノルヴィス,ノルヴィス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0309.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,machine,嶋藤ことり,機械種族の少年型新メカ操縦士
309,ウェルスター・グレン,ウェルスター,ウェルスター,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0310.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,金田靖虎,新進の指揮士、気迫ある現場のまとめ役
309,ウェルスター・グレン,ウェルスター・グレン,ウェルスター グレン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0310.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,金田靖虎,新進の指揮士、気迫ある現場のまとめ役
309,ウェルスター・グレン,グレン,グレン,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0310.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,金田靖虎,新進の指揮士、気迫ある現場のまとめ役
309,ウェルスター・グレン,ウェルスターさん,ウェルスターさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0310.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,戦闘員,2005,elf,金田靖虎,新進の指揮士、気迫ある現場のまとめ役
310,ヴァルシオン・イザーク,ヴァルシオン,ヴァルシオン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0311.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,elf,長谷川浩毅,議会軍の総司令官、風格と威厳で牽引
310,ヴァルシオン・イザーク,ヴァルシオン・イザーク,ヴァルシオン イザーク,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0311.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,elf,長谷川浩毅,議会軍の総司令官、風格と威厳で牽引
310,ヴァルシオン・イザーク,イザーク,イザーク,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0311.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,elf,長谷川浩毅,議会軍の総司令官、風格と威厳で牽引
310,ヴァルシオン・イザーク,ヴァルシオンさん,ヴァルシオンさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0311.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,頭目,1997,elf,長谷川浩毅,議会軍の総司令官、風格と威厳で牽引
311,ローデン・アガタ,ローデン,ローデン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0312.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,向井梢恵,知略を誇る名高き女性参謀、軍の頭脳
311,ローデン・アガタ,ローデン・アガタ,ローデン アガタ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0312.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,向井梢恵,知略を誇る名高き女性参謀、軍の頭脳
311,ローデン・アガタ,アガタ,アガタ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0312.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,向井梢恵,知略を誇る名高き女性参謀、軍の頭脳
311,ローデン・アガタ,ローデンさん,ローデンさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0312.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,参謀,1997,human,向井梢恵,知略を誇る名高き女性参謀、軍の頭脳
312,クルーガー・リュカス,クルーガー,クルーガー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0313.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,human,堀田義大,若き幹部、冷静な判断力で部隊を統率
312,クルーガー・リュカス,クルーガー・リュカス,クルーガー リュカス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0313.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,human,堀田義大,若き幹部、冷静な判断力で部隊を統率
312,クルーガー・リュカス,リュカス,リュカス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0313.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,human,堀田義大,若き幹部、冷静な判断力で部隊を統率
312,クルーガー・リュカス,クルーガーさん,クルーガーさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0313.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,幹部,2002,human,堀田義大,若き幹部、冷静な判断力で部隊を統率
313,エルマー・ヘンリエッタ,エルマー,エルマー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0314.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,elf,高嶋みな子,議会軍最古参の女性整備士、機械と兵に厚い信頼
313,エルマー・ヘンリエッタ,エルマー・ヘンリエッタ,エルマー ヘンリエッタ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0314.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,elf,高嶋みな子,議会軍最古参の女性整備士、機械と兵に厚い信頼
313,エルマー・ヘンリエッタ,ヘンリエッタ,ヘンリエッタ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0314.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,elf,高嶋みな子,議会軍最古参の女性整備士、機械と兵に厚い信頼
313,エルマー・ヘンリエッタ,エルマーさん,エルマーさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0314.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,古株,1997,elf,高嶋みな子,議会軍最古参の女性整備士、機械と兵に厚い信頼
314,アークライト・ジーノ,アークライト,アークライト,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0315.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,human,春野隼一,近年入隊の俊英、新米兵豊かな柔軟性
314,アークライト・ジーノ,アークライト・ジーノ,アークライト ジーノ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0315.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,human,春野隼一,近年入隊の俊英、新米兵豊かな柔軟性
314,アークライト・ジーノ,ジーノ,ジーノ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0315.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,human,春野隼一,近年入隊の俊英、新米兵豊かな柔軟性
314,アークライト・ジーノ,ジーノさん,ジーノさん,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0315.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,アルトリオン連邦議会軍,新入り,2017,human,春野隼一,近年入隊の俊英、新米兵豊かな柔軟性
315,トルヴァグ,トルヴァグ,トルヴァグ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0316.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,ガルドラ傭兵艦隊,頭目,2000,human,宗田嵐太,ガルドラ傭兵艦隊の不動の首領
315,トルヴァグ,トルヴァグ,トルヴァグ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0316.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,ガルドラ傭兵艦隊,頭目,2000,human,宗田嵐太,ガルドラ傭兵艦隊の不動の首領
