id,original,surface,pronunciation,type,image,image_page,birth_year,death_year,nationality,field,achievement
81,エドマンド・カーヴァー,エドマンド,エドマンド,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0082.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀末,16世紀中葉,英国,力学,初期水力機械における推進力の定量観察
82,ラヴィニア・コンタリーニ,コンタリーニ,コンタリーニ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0083.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,イタリア,天文学・宇宙論,惑星表面の色調変化と視直径変動の連携記録
82,ラヴィニア・コンタリーニ,ラヴィニア・コンタリーニ,ラヴィニア・コンタリーニ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0083.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,イタリア,天文学・宇宙論,惑星表面の色調変化と視直径変動の連携記録
82,ラヴィニア・コンタリーニ,ラヴィニア,ラヴィニア,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0083.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,イタリア,天文学・宇宙論,惑星表面の色調変化と視直径変動の連携記録
83,ハリム・アルディン,アルディン,アルディン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0084.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,トルコ,天文学・宇宙論,地形ごとの恒星出没時刻変動の体系的記録と解釈
83,ハリム・アルディン,ハリム・アルディン,ハリム・アルディン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0084.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,トルコ,天文学・宇宙論,地形ごとの恒星出没時刻変動の体系的記録と解釈
83,ハリム・アルディン,ハリム,ハリム,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0084.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,トルコ,天文学・宇宙論,地形ごとの恒星出没時刻変動の体系的記録と解釈
84,ルカス・ラインハルト,ラインハルト,ラインハルト,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0085.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,星明かりによる大気透明度変動の連続観測記録
84,ルカス・ラインハルト,ルカス・ラインハルト,ルカス ラインハルト,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0085.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,星明かりによる大気透明度変動の連続観測記録
84,ルカス・ラインハルト,ルカス,ルカス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0085.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,星明かりによる大気透明度変動の連続観測記録
85,ヘレナ・クリーガー,クリーガー,クリーガー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0086.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀末,16世紀中頃,ドイツ,天文学・宇宙論,氷原星像変形から導いた大気屈折理論
85,ヘレナ・クリーガー,ヘレナ・クリーガー,ヘレナ クリーガー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0086.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀末,16世紀中頃,ドイツ,天文学・宇宙論,氷原星像変形から導いた大気屈折理論
85,ヘレナ・クリーガー,ヘレナ,ヘレナ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0086.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀末,16世紀中頃,ドイツ,天文学・宇宙論,氷原星像変形から導いた大気屈折理論
86,マルタ・ノイマン,ノイマン,ノイマン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0087.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,鐘音を基準とする天体運行の時刻観測法
86,マルタ・ノイマン,マルタ・ノイマン,マルタ・ノイマン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0087.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,鐘音を基準とする天体運行の時刻観測法
86,マルタ・ノイマン,マルタ,マルタ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0087.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,ドイツ,天文学・宇宙論,鐘音を基準とする天体運行の時刻観測法
87,クレール・デュボワ,デュボワ,デュボワ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0088.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,フランス,天文学・宇宙論,農村上空の大気状態と恒星光度の日周変動観測
87,クレール・デュボワ,クレール・デュボワ,クレール デュボワ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0088.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,フランス,天文学・宇宙論,農村上空の大気状態と恒星光度の日周変動観測
87,クレール・デュボワ,クレール,クレール,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0088.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,フランス,天文学・宇宙論,農村上空の大気状態と恒星光度の日周変動観測
88,ニコラ・ヴォクレール,ヴォクレール,ヴォクレール,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0089.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,気象現象と流星観測記録の対応年表の作成
88,ニコラ・ヴォクレール,ニコラ・ヴォクレール,ニコラ・ヴォクレール,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0089.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,気象現象と流星観測記録の対応年表の作成
88,ニコラ・ヴォクレール,ニコラ,ニコラ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0089.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,気象現象と流星観測記録の対応年表の作成
89,マドレーヌ・フルニエ,フルニエ,フルニエ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0090.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,恒星瞬き周期と天候変化の関係記録
89,マドレーヌ・フルニエ,マドレーヌ・フルニエ,マドレーヌ・フルニエ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0090.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,恒星瞬き周期と天候変化の関係記録
89,マドレーヌ・フルニエ,マドレーヌ,マドレーヌ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0090.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,フランス,天文学・宇宙論,恒星瞬き周期と天候変化の関係記録
90,陳 霓霞,陳,ちん,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0091.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,中国,天文学・宇宙論,江上観測による恒星時測定法の創出
90,陳 霓霞,陳 霓霞,ちんにか,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0091.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,中国,天文学・宇宙論,江上観測による恒星時測定法の創出
90,陳 霓霞,霓霞,にか,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0091.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,中国,天文学・宇宙論,江上観測による恒星時測定法の創出
91,アレッサンドラ・ビアンキーニ,ビアンキーニ,ビアンキーニ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0092.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,イタリア,実験自然学,火薬成分比と爆発力の実験的検討
91,アレッサンドラ・ビアンキーニ,アレッサンドラ・ビアンキーニ,アレッサンドラ ビアンキーニ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0092.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,イタリア,実験自然学,火薬成分比と爆発力の実験的検討
91,アレッサンドラ・ビアンキーニ,アレッサンドラ,アレッサンドラ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0092.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,イタリア,実験自然学,火薬成分比と爆発力の実験的検討
92,ヴィマル・チャトゥルヴェーディ,チャトゥルヴェーディ,チャトゥルヴェーディ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0093.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,インド,実験自然学,鉱石浸出液の色変化を利用した資源判別法の提案
92,ヴィマル・チャトゥルヴェーディ,ヴィマル・チャトゥルヴェーディ,ヴィマル・チャトゥルヴェーディ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0093.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,インド,実験自然学,鉱石浸出液の色変化を利用した資源判別法の提案
92,ヴィマル・チャトゥルヴェーディ,ヴィマル,ヴィマル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0093.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,インド,実験自然学,鉱石浸出液の色変化を利用した資源判別法の提案
93,ラグナート・デヴェンドラ,デヴェンドラ,デヴェンドラ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0094.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,インド,実験自然学,有機物発熱現象と気体発生の定性的観察記録
93,ラグナート・デヴェンドラ,ラグナート・デヴェンドラ,ラグナート・デヴェンドラ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0094.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,インド,実験自然学,有機物発熱現象と気体発生の定性的観察記録
93,ラグナート・デヴェンドラ,ラグナート,ラグナート,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0094.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,インド,実験自然学,有機物発熱現象と気体発生の定性的観察記録
94,イサベル・フェルナンデス,フェルナンデス,フェルナンデス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0095.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,スペイン,実験自然学,種子保存環境ごとの発芽性質の体系的観察
94,イサベル・フェルナンデス,イサベル・フェルナンデス,イサベル フェルナンデス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0095.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,スペイン,実験自然学,種子保存環境ごとの発芽性質の体系的観察
94,イサベル・フェルナンデス,イサベル,イサベル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0095.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,スペイン,実験自然学,種子保存環境ごとの発芽性質の体系的観察
95,ヨハネス・ファルクナー,ファルクナー,ファルクナー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0096.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀後半,ドイツ,実験自然学,鉄鉱石と銅鉱石の木炭還元実験結果の文書化
95,ヨハネス・ファルクナー,ヨハネス・ファルクナー,ヨハネス・ファルクナー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0096.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀後半,ドイツ,実験自然学,鉄鉱石と銅鉱石の木炭還元実験結果の文書化
95,ヨハネス・ファルクナー,ヨハネス,ヨハネス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0096.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀後半,ドイツ,実験自然学,鉄鉱石と銅鉱石の木炭還元実験結果の文書化
96,マーガレーテ・フォーゲル,フォーゲル,フォーゲル,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0097.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,ドイツ,実験自然学,泥土と野草の加熱変質過程の観察記録
96,マーガレーテ・フォーゲル,マーガレーテ・フォーゲル,マーガレーテ・フォーゲル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0097.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,ドイツ,実験自然学,泥土と野草の加熱変質過程の観察記録
96,マーガレーテ・フォーゲル,マーガレーテ,マーガレーテ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0097.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,ドイツ,実験自然学,泥土と野草の加熱変質過程の観察記録
97,劉 瀾,劉,りゅう,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0098.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,実験自然学,染料と土壌水の反応過程分類体系の構築
97,劉 瀾,劉 瀾,りゅうらん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0098.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,実験自然学,染料と土壌水の反応過程分類体系の構築
97,劉 瀾,瀾,らん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0098.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,実験自然学,染料と土壌水の反応過程分類体系の構築
98,松本 千歳,松本,まつもと,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0099.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,日本,実験自然学,苔類の周期的水分干渉に対する耐性記録
98,松本 千歳,松本 千歳,まつもとちとせ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0099.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,日本,実験自然学,苔類の周期的水分干渉に対する耐性記録
98,松本 千歳,千歳,ちとせ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0099.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,日本,実験自然学,苔類の周期的水分干渉に対する耐性記録
99,森信 麗子,森信,もりのみ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0100.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,日本,実験自然学,苔類表面鉱物の沈殿生成過程の実証実験
99,森信 麗子,森信 麗子,もりのみれいこ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0100.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,日本,実験自然学,苔類表面鉱物の沈殿生成過程の実証実験
99,森信 麗子,麗子,れいこ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0100.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,日本,実験自然学,苔類表面鉱物の沈殿生成過程の実証実験
100,泉 真由美,泉,いずみ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0101.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,日本,実験自然学,貝殻灰の施用による土壌改良効果の経験的観察
100,泉 真由美,泉 真由美,いずみまゆみ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0101.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,日本,実験自然学,貝殻灰の施用による土壌改良効果の経験的観察
100,泉 真由美,真由美,まゆみ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0101.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,不明,日本,実験自然学,貝殻灰の施用による土壌改良効果の経験的観察
101,アニカ・ジョシ,ジョシ,ジョシ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0102.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,インド,数学・幾何学,寺院幾何学配置と代数比率の統合分析
101,アニカ・ジョシ,アニカ・ジョシ,アニカ ジョシ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0102.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,インド,数学・幾何学,寺院幾何学配置と代数比率の統合分析
101,アニカ・ジョシ,アニカ,アニカ,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0102.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,インド,数学・幾何学,寺院幾何学配置と代数比率の統合分析
102,アンヘル・モラレス,モラレス,モラレス,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0103.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,スペイン,数学・幾何学,多面体投影図と分類規則の創出
102,アンヘル・モラレス,アンヘル・モラレス,アンヘル モラレス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0103.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,スペイン,数学・幾何学,多面体投影図と分類規則の創出
102,アンヘル・モラレス,アンヘル,アンヘル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0103.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,スペイン,数学・幾何学,多面体投影図と分類規則の創出
103,ケマル・バイラクタル,バイラクタル,バイラクタル,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0104.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,トルコ,数学・幾何学,イスラーム装飾美術に基づく対称性分類法の創出
103,ケマル・バイラクタル,ケマル・バイラクタル,ケマル バイラクタル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0104.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,トルコ,数学・幾何学,イスラーム装飾美術に基づく対称性分類法の創出
103,ケマル・バイラクタル,ケマル,ケマル,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0104.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,トルコ,数学・幾何学,イスラーム装飾美術に基づく対称性分類法の創出
104,マティアス・ベッカー,ベッカー,ベッカー,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0105.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1465年,16世紀,ドイツ,数学・幾何学,実用幾何曲線計測法の発明と工匠伝承への導入
104,マティアス・ベッカー,マティアス・ベッカー,マティアス ベッカー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0105.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1465年,16世紀,ドイツ,数学・幾何学,実用幾何曲線計測法の発明と工匠伝承への導入
104,マティアス・ベッカー,マティアス,マティアス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0105.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,1465年,16世紀,ドイツ,数学・幾何学,実用幾何曲線計測法の発明と工匠伝承への導入
105,王 曉蘭,王,おう,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0106.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,数学・幾何学,中国本草学植物図に基づく樹状分岐モデルの理論化
105,王 曉蘭,王 曉蘭,おうしょうらん,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0106.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,数学・幾何学,中国本草学植物図に基づく樹状分岐モデルの理論化
105,王 曉蘭,曉蘭,しょうらん,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0106.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,数学・幾何学,中国本草学植物図に基づく樹状分岐モデルの理論化
106,小早川 綾,小早川,こばやかわ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0107.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,不明,日本,数学・幾何学,和紙絵巻における幾何対称構造の系統的解析
106,小早川 綾,小早川 綾,こばやかわあや,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0107.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,不明,日本,数学・幾何学,和紙絵巻における幾何対称構造の系統的解析
106,小早川 綾,綾,あや,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0107.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,不明,日本,数学・幾何学,和紙絵巻における幾何対称構造の系統的解析
107,アレックス・モーガン,モーガン,モーガン,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0108.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀中頃,英国,数学・幾何学,農地境界計測法の改良と解析的幾何学への応用
107,アレックス・モーガン,アレックス・モーガン,アレックス モーガン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0108.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀中頃,英国,数学・幾何学,農地境界計測法の改良と解析的幾何学への応用
107,アレックス・モーガン,アレックス,アレックス,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0108.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀末,17世紀中頃,英国,数学・幾何学,農地境界計測法の改良と解析的幾何学への応用
108,ハキム・アルマシ,アルマシ,アルマシ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0109.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,エジプト,暦法・観測学,洪水周期記録を基にした暦法の調整法考案
108,ハキム・アルマシ,ハキム・アルマシ,ハキム アルマシ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0109.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,エジプト,暦法・観測学,洪水周期記録を基にした暦法の調整法考案
108,ハキム・アルマシ,ハキム,ハキム,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0109.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,不明,エジプト,暦法・観測学,洪水周期記録を基にした暦法の調整法考案
109,エステバン・ベラスコ,ベラスコ,ベラスコ,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0110.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,16世紀後半,スペイン,暦法・観測学,潮汐観測に基づく沿岸暦の独自改良案
109,エステバン・ベラスコ,エステバン・ベラスコ,エステバン ベラスコ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0110.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,16世紀後半,スペイン,暦法・観測学,潮汐観測に基づく沿岸暦の独自改良案
109,エステバン・ベラスコ,エステバン,エステバン,given,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0110.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,16世紀,16世紀後半,スペイン,暦法・観測学,潮汐観測に基づく沿岸暦の独自改良案
110,呉 航澄,呉,ご,family,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0111.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,暦法・観測学,水時計観測に基づく季節変化を反映した改暦案の作成
110,呉 航澄,呉 航澄,ごこうちょう,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-scientist-v2/fs_0111.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-scientist-v2,15世紀,16世紀,中国,暦法・観測学,水時計観測に基づく季節変化を反映した改暦案の作成
