id,original,surface,pronunciation,type,prefecture,parent,status,population,code,description,image,image_page,wikidata
4016,西横野村,西横野村,ニシヨコノムラ,full,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11628833
4016,西横野村,西横野,ニシヨコノ,short,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11628833
4017,西牧村,西牧村,サイモクムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の下仁田町の西牧地区に相当する。,,,Q11629166
4017,西牧村,西牧,サイモク,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の下仁田町の西牧地区に相当する。,,,Q11629166
4018,西谷田村,西谷田村,ニシヤダムラ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11629534
4018,西谷田村,西谷田,ニシヤダ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11629534
4019,豊受村,豊受村,トヨウケムラ,full,群馬県,,former,,,群馬県の南部、佐波郡に属していた村。,,,Q11633344
4019,豊受村,豊受,トヨウケ,short,群馬県,,former,,,群馬県の南部、佐波郡に属していた村。,,,Q11633344
4020,豊岡村,豊岡村,トヨオカムラ,full,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11633467
4020,豊岡村,豊岡,トヨオカ,short,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11633467
4021,豊秋村,豊秋村,トヨアキムラ,full,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q7830641
4021,豊秋村,豊秋,トヨアキ,short,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q7830641
4022,赤城村,赤城村,アカギムラ,full,群馬県,,former,,,群馬県中部の勢多郡に属していた村である。2006年（平成18年）2月20日、旧渋川市、北群馬郡伊香保町、小野上村、子持村、勢多郡北橘村と合併して新たに渋川市となった。,,,Q4700137
4022,赤城村,赤城,アカギ,short,群馬県,,former,,,群馬県中部の勢多郡に属していた村である。2006年（平成18年）2月20日、旧渋川市、北群馬郡伊香保町、小野上村、子持村、勢多郡北橘村と合併して新たに渋川市となった。,,,Q4700137
4023,赤城根村,赤城根村,アカギネムラ,full,群馬県,,former,,,群馬県北東部、利根郡に属していた村。,,,Q4700144
4023,赤城根村,赤城根,アカギネ,short,群馬県,,former,,,群馬県北東部、利根郡に属していた村。,,,Q4700144
4024,赤堀町,赤堀町,アカボリマチ,full,群馬県,,former,,,群馬県佐波郡にあった町。人口18 603人、面積24.38 km2。（2003年） 2005年1月1日に旧伊勢崎市、境町、東村と市町村合併を行い、伊勢崎市となったため、消滅した。,,,Q4700063
4024,赤堀町,赤堀,アカボリ,short,群馬県,,former,,,群馬県佐波郡にあった町。人口18 603人、面積24.38 km2。（2003年） 2005年1月1日に旧伊勢崎市、境町、東村と市町村合併を行い、伊勢崎市となったため、消滅した。,,,Q4700063
4025,赤羽村,赤羽村,アカバネムラ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11635939
4025,赤羽村,赤羽,アカバネ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11635939
4026,車郷村,車郷村,クルマサトムラ,full,群馬県,,former,,,群馬県の中部、群馬郡に属していた村。,,,Q11637338
4026,車郷村,車郷,クルマサト,short,群馬県,,former,,,群馬県の中部、群馬郡に属していた村。,,,Q11637338
4027,郷谷村,郷谷村,サトヤムラ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11643440
4027,郷谷村,郷谷,サトヤ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11643440
4028,采女村,采女村,ウネメムラ,full,群馬県,,former,,,群馬県の南部、佐波郡に属していた村。,,,Q11644508
4028,采女村,采女,ウネメ,short,群馬県,,former,,,群馬県の南部、佐波郡に属していた村。,,,Q11644508
4029,里見村,里見村,サトミムラ,full,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11644655
4029,里見村,里見,サトミ,short,群馬県,,former,,,群馬県の西部、碓氷郡に属していた村。,,,Q11644655
4030,金古町,金古町,カネコマチ,full,群馬県,,former,,,群馬県の中部、群馬郡に属していた町。現在の高崎市金古町・足門町にあたる。,,,Q11646599
4030,金古町,金古,カネコ,short,群馬県,,former,,,群馬県の中部、群馬郡に属していた町。現在の高崎市金古町・足門町にあたる。,,,Q11646599
4031,金島村,金島村,カナシマムラ,full,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q6360684
4031,金島村,金島,カナシマ,short,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q6360684
4032,長尾村,長尾村,ナガオムラ,full,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q11651875
4032,長尾村,長尾,ナガオ,short,群馬県,,former,,,群馬県中部、北群馬郡に属していた村である。,,,Q11651875
4033,長柄村,長柄村,ナガエムラ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11653083
4033,長柄村,長柄,ナガエ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11653083
4034,長野村,長野村,ナガノムラ,full,群馬県,,former,,,群馬県の中部、群馬郡に属していた村。,,,Q11654219
4034,長野村,長野,ナガノ,short,群馬県,,former,,,群馬県の中部、群馬郡に属していた村。,,,Q11654219
4035,青倉村,青倉村,アオクラムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。,,,Q11661104
4035,青倉村,青倉,アオクラ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。,,,Q11661104
4036,韮川村,韮川村,ニラガワムラ,full,群馬県,,former,,,群馬県の東部、山田郡に属していた村である。,,,Q11664120
4036,韮川村,韮川,ニラガワ,short,群馬県,,former,,,群馬県の東部、山田郡に属していた村である。,,,Q11664120
4037,額部村,額部村,ヌカベムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の富岡市南部の額部地区に相当する。,,,Q11665071
4037,額部村,額部,ヌカベ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の富岡市南部の額部地区に相当する。,,,Q11665071
4038,館林町,館林町,タテバヤシマチ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた町である。現在の館林市の館林地区に相当する。古くは立野ヶ原と称し、立林と呼ばれていたところから転じて「館林」となった。秋元氏6万石の旧城下である。,,,Q11666971
4038,館林町,館林,タテバヤシ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた町である。現在の館林市の館林地区に相当する。古くは立野ヶ原と称し、立林と呼ばれていたところから転じて「館林」となった。秋元氏6万石の旧城下である。,,,Q11666971
4039,馬山村,馬山村,マヤマムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の下仁田町の馬山地区に相当する。,,,Q11667953
4039,馬山村,馬山,マヤマ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の下仁田町の馬山地区に相当する。,,,Q11667953
4040,駒寄村,駒寄村,コマヨセムラ,full,群馬県,,former,,,群馬県中部、北群馬郡に属していた村。,,,Q11668340
4040,駒寄村,駒寄,コマヨセ,short,群馬県,,former,,,群馬県中部、北群馬郡に属していた村。,,,Q11668340
4041,高島村,高島村,タカシマムラ,full,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11669654
4041,高島村,高島,タカシマ,short,群馬県,,former,,,群馬県の南東部、邑楽郡に属していた村。,,,Q11669654
4042,高瀬村,高瀬村,タカセムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた町。現在の富岡市南部の高瀬地区に相当する。,,,Q11671954
4042,高瀬村,高瀬,タカセ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた町。現在の富岡市南部の高瀬地区に相当する。,,,Q11671954
4043,高田村,高田村,タカタムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。,,,Q11672141
4043,高田村,高田,タカタ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。,,,Q11672141
4044,鬼石町,鬼石町,オニシマチ,full,群馬県,,former,7011,,群馬県多野郡にあった町。人口は約7 000人。三波石渓谷や冬桜が有名であり、町内には神流湖がある。,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A4%8F%E3%81%AE%E4%B8%89%E6%B3%A2%E7%9F%B3%E5%B3%A1_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%A4%8F%E3%81%AE%E4%B8%89%E6%B3%A2%E7%9F%B3%E5%B3%A1_-_panoramio.jpg,Q7093948
4044,鬼石町,鬼石,オニシ,short,群馬県,,former,7011,,群馬県多野郡にあった町。人口は約7 000人。三波石渓谷や冬桜が有名であり、町内には神流湖がある。,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A4%8F%E3%81%AE%E4%B8%89%E6%B3%A2%E7%9F%B3%E5%B3%A1_-_panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%A4%8F%E3%81%AE%E4%B8%89%E6%B3%A2%E7%9F%B3%E5%B3%A1_-_panoramio.jpg,Q7093948
4045,鳥之郷村,鳥之郷村,トリノゴウムラ,full,群馬県,,former,,,群馬県の東部、新田郡に属していた村である。現在の太田市中部の鳥之郷地区にあたる。,,,Q11674370
4045,鳥之郷村,鳥之郷,トリノゴウ,short,群馬県,,former,,,群馬県の東部、新田郡に属していた村である。現在の太田市中部の鳥之郷地区にあたる。,,,Q11674370
4046,黒保根村,黒保根村,クロホネムラ,full,群馬県,,former,,,群馬県中東部の勢多郡に属した村。現在の桐生市北西部の黒保根地区にあたる。,,,Q11678022
4046,黒保根村,黒保根,クロホネ,short,群馬県,,former,,,群馬県中東部の勢多郡に属した村。現在の桐生市北西部の黒保根地区にあたる。,,,Q11678022
4047,黒岩村,黒岩村,クロイワムラ,full,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の富岡市黒岩地区に相当する。,,,Q11678125
4047,黒岩村,黒岩,クロイワ,short,群馬県,,former,,,群馬県の南西部、甘楽郡に属していた村。現在の富岡市黒岩地区に相当する。,,,Q11678125
4048,七生村,七生村,ナナオムラ,full,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。現在は日野市の浅川以南の部分に当たる。,,,Q11353647
4048,七生村,七生,ナナオ,short,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。現在は日野市の浅川以南の部分に当たる。,,,Q11353647
4049,三ッ里村,三ッ里村,ミツサトムラ,full,東京都,,former,,,東京府の西部、西多摩郡に属していた村。,,,Q11353994
4049,三ッ里村,三ッ里,ミツサト,short,東京都,,former,,,東京府の西部、西多摩郡に属していた村。,,,Q11353994
4050,三ツ木村,三ツ木村,ミツギムラ,full,東京都,,former,,,三ツ木村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の中部に位置する。武蔵村山市の地名として現存する。,,,Q11354021
4050,三ツ木村,三ツ木,ミツギ,short,東京都,,former,,,三ツ木村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の中部に位置する。武蔵村山市の地名として現存する。,,,Q11354021
4051,三根村,三根村,ミツネムラ,full,東京都,,former,,,三根村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町三根。底土港を擁し、海路での八丈島の玄関口となっている。,,,Q11355961
4051,三根村,三根,ミツネ,short,東京都,,former,,,三根村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町三根。底土港を擁し、海路での八丈島の玄関口となっている。,,,Q11355961
4052,三田村,三田村,ミタムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11356733
4052,三田村,三田,ミタ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11356733
4053,上川原村,上川原村,ジョウカワラムラ,full,東京都,,former,,,上川原村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11358948
4053,上川原村,上川原,ジョウカワラ,short,東京都,,former,,,上川原村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11358948
4054,下谷区,下谷区,シタヤク,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の台東区の西部。,,,Q11361334
4054,下谷区,下谷,シタヤ,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の台東区の西部。,,,Q11361334
4055,中之郷村,中之郷村,ナカノゴウムラ,full,東京都,,former,,,中之郷村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町中之郷。,,,Q11362882
4055,中之郷村,中之郷,ナカノゴウ,short,東京都,,former,,,中之郷村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町中之郷。,,,Q11362882
4056,中神村,中神村,ナカガミムラ,full,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の東部に位置する。昭島市の地名として現存する。,,,Q11366832
4056,中神村,中神,ナカガミ,short,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の東部に位置する。昭島市の地名として現存する。,,,Q11366832
4057,中藤村,中藤村,ナカトウムラ,full,東京都,,former,,,中藤村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の東部に位置する。武蔵村山市の地名として現存する。,,,Q11366990
4057,中藤村,中藤,ナカトウ,short,東京都,,former,,,中藤村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の東部に位置する。武蔵村山市の地名として現存する。,,,Q11366990
4058,五日市町,五日市町,イツカイチマチ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた町。1995年（平成7年）9月1日に秋川市と合併してあきる野市となっている。,http://commons.wikimedia.org/wiki/Special:FilePath/Itsukaichi_Tokyo_map.png,https://commons.wikimedia.org/wiki/File:Itsukaichi_Tokyo_map.png,Q852005
4058,五日市町,五日市,イツカイチ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた町。1995年（平成7年）9月1日に秋川市と合併してあきる野市となっている。,http://commons.wikimedia.org/wiki/Special:FilePath/Itsukaichi_Tokyo_map.png,https://commons.wikimedia.org/wiki/File:Itsukaichi_Tokyo_map.png,Q852005
4059,京橋区,京橋区,キョウバシク,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の中央区の南部。,http://commons.wikimedia.org/wiki/Special:FilePath/Former_Kyobashi_Ward_Office.JPG,https://commons.wikimedia.org/wiki/File:Former_Kyobashi_Ward_Office.JPG,Q1795214
4059,京橋区,京橋,キョウバシ,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の中央区の南部。,http://commons.wikimedia.org/wiki/Special:FilePath/Former_Kyobashi_Ward_Office.JPG,https://commons.wikimedia.org/wiki/File:Former_Kyobashi_Ward_Office.JPG,Q1795214
4060,伊ヶ谷村,伊ヶ谷村,イガヤムラ,full,東京都,,former,,,伊ヶ谷村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村伊ヶ谷。,,,Q11378710
4060,伊ヶ谷村,伊ヶ谷,イガヤ,short,東京都,,former,,,伊ヶ谷村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村伊ヶ谷。,,,Q11378710
4061,伊豆村,伊豆村,イズムラ,full,東京都,,former,,,伊豆村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村伊豆。,,,Q11380579
4061,伊豆村,伊豆,イズ,short,東京都,,former,,,伊豆村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村伊豆。,,,Q11380579
4062,保谷市,保谷市,,full,東京都,,former,,,かつて東京都に存在した市。東京都特別区部への通勤率は51.1%（平成12年国勢調査）。2001年（平成13年）1月21日に田無市と合併し、西東京市の一部となった。,http://commons.wikimedia.org/wiki/Special:FilePath/Fukusenji.jpg,https://commons.wikimedia.org/wiki/File:Fukusenji.jpg,Q1074498
4062,保谷市,保谷,,short,東京都,,former,,,かつて東京都に存在した市。東京都特別区部への通勤率は51.1%（平成12年国勢調査）。2001年（平成13年）1月21日に田無市と合併し、西東京市の一部となった。,http://commons.wikimedia.org/wiki/Special:FilePath/Fukusenji.jpg,https://commons.wikimedia.org/wiki/File:Fukusenji.jpg,Q1074498
4063,元八王子村,元八王子村,モトハチオウジムラ,full,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11387783
4063,元八王子村,元八王子,モトハチオウジ,short,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11387783
4064,元村,元村,モトムラ,full,東京都,,former,,,元村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町元町で、大島町役場が所在する伊豆大島の中心地である。,,,Q11387905
4064,元村,元,モト,short,東京都,,former,,,元村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町元町で、大島町役場が所在する伊豆大島の中心地である。,,,Q11387905
4065,加住村,加住村,カスミムラ,full,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11398472
4065,加住村,加住,カスミ,short,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11398472
4066,北村,北村,キタムラ,full,東京都,,former,,,東京都小笠原支庁管内にかつて存在した村である。,,,Q11401925
4066,北村,北,キタ,short,東京都,,former,,,東京都小笠原支庁管内にかつて存在した村である。,,,Q11401925
4067,千歳村,千歳村,チトセムラ,full,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村。2016年1月現在の世田谷区の西北部に位置していた。2016年1月現在の砧地域北部、烏山地域にあたる。,,,Q11405663
4067,千歳村,千歳,チトセ,short,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村。2016年1月現在の世田谷区の西北部に位置していた。2016年1月現在の砧地域北部、烏山地域にあたる。,,,Q11405663
4068,南村,南村,ミナミムラ,full,東京都,,former,,,かつて東京都南多摩郡に存在した村である。1954年（昭和29年）、町田町との合併により廃止された。,,,Q11407935
4068,南村,南,ミナミ,short,東京都,,former,,,かつて東京都南多摩郡に存在した村である。1954年（昭和29年）、町田町との合併により廃止された。,,,Q11407935
4069,原小宮村,原小宮村,ハラコミヤムラ,full,東京都,,former,,,東京府の西部、西多摩郡に属していた村。,,,Q11409578
4069,原小宮村,原小宮,ハラコミヤ,short,東京都,,former,,,東京府の西部、西多摩郡に属していた村。,,,Q11409578
4070,古里村,古里村,コリムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11411734
4070,古里村,古里,コリ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11411734
4071,吉野村,吉野村,ヨシノムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11414464
4071,吉野村,吉野,ヨシノ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11414464
4072,向島区,向島区,,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の墨田区の北部。,,,Q11415958
4072,向島区,向島,,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の墨田区の北部。,,,Q11415958
4073,四谷区,四谷区,,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の新宿区の一部。,,,Q11420132
4073,四谷区,四谷,,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。現在の新宿区の一部。,,,Q11420132
4074,坪田村,坪田村,ツボタムラ,full,東京都,,former,,,坪田村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村坪田にあたり、三宅村役場、三池港が所在する三宅島の中心地である。,,,Q11425774
4074,坪田村,坪田,ツボタ,short,東京都,,former,,,坪田村とは、東京都三宅支庁管内にかつて存在した村である。現在の三宅村坪田にあたり、三宅村役場、三池港が所在する三宅島の中心地である。,,,Q11425774
4075,城東区,城東区,,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の江東区の東部一帯にあたる。,,,Q11426199
4075,城東区,城東,,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の江東区の東部一帯にあたる。,,,Q11426199
4076,堺村,堺村,サカイムラ,full,東京都,,former,,,かつて東京都南多摩郡に存在した村である。1958年（昭和33年）、近隣の1町2村との合併により町田市となり廃止された。,,,Q11428297
4076,堺村,堺,サカイ,short,東京都,,former,,,かつて東京都南多摩郡に存在した村である。1958年（昭和33年）、近隣の1町2村との合併により町田市となり廃止された。,,,Q11428297
4077,増戸村,増戸村,マスコムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11429228
4077,増戸村,増戸,マスコ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11429228
4078,多磨村,多磨村,タマムラ,full,東京都,,former,,,多磨村とは、神奈川県、東京府、東京都北多摩郡にあった村。現在の東京都府中市東部に位置する。広域地名であるが、府中市の地名として現存する。,,,Q11430992
4078,多磨村,多磨,タマ,short,東京都,,former,,,多磨村とは、神奈川県、東京府、東京都北多摩郡にあった村。現在の東京都府中市東部に位置する。広域地名であるが、府中市の地名として現存する。,,,Q11430992
4079,多西村,多西村,タサイムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11431051
4079,多西村,多西,タサイ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11431051
4080,大久野村,大久野村,オオグノムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11432083
4080,大久野村,大久野,オオグノ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11432083
4081,大村,大村,オオムラ,full,東京都,,former,,,東京都小笠原支庁管内にかつて存在した村である。,,,Q11435960
4081,大村,大,オオ,short,東京都,,former,,,東京都小笠原支庁管内にかつて存在した村である。,,,Q11435960
4082,大森区,大森区,,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の大田区の一部。,,,Q11436327
4082,大森区,大森,,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1932年（昭和7年）から1947年（昭和22年）までの期間（35区の時代）に存在した。現在の大田区の一部。,,,Q11436327
4083,大神村,大神村,オオガミムラ,full,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11438328
4083,大神村,大神,オオガミ,short,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11438328
4084,大賀郷村,大賀郷村,オオカゴウムラ,full,東京都,,former,,,大賀郷村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町大賀郷。八丈町役場、八丈島空港が所在する八丈島の中心地である。,,,Q11439251
4084,大賀郷村,大賀郷,オオカゴウ,short,東京都,,former,,,大賀郷村とは、東京都八丈支庁管内にかつて存在した村である。現在の八丈町大賀郷。八丈町役場、八丈島空港が所在する八丈島の中心地である。,,,Q11439251
4085,奈良橋村,奈良橋村,ナラハシムラ,full,東京都,,former,,,奈良橋村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の東大和市の中部に位置する。東大和市の地名として現存する。,,,Q11445124
4085,奈良橋村,奈良橋,ナラハシ,short,東京都,,former,,,奈良橋村とは、神奈川県、東京府北多摩郡にかつて存在した村である。現在の東大和市の中部に位置する。東大和市の地名として現存する。,,,Q11445124
4086,宇津木村,宇津木村,ウツキムラ,full,東京都,,former,,,宇津木村とは、東京都八丈支庁管内の八丈小島にかつて存在した村である。,,,Q11449553
4086,宇津木村,宇津木,ウツキ,short,東京都,,former,,,宇津木村とは、東京都八丈支庁管内の八丈小島にかつて存在した村である。,,,Q11449553
4087,宮沢村,宮沢村,ミヤザワムラ,full,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11455014
4087,宮沢村,宮沢,ミヤザワ,short,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の昭島市の中部に位置する。昭島市の地名として現存する。,,,Q11455014
4088,小宮村,小宮村,コミヤムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村である。,,,Q11459705
4088,小宮村,小宮,コミヤ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村である。,,,Q11459705
4089,小宮町,小宮町,コミヤマチ,full,東京都,,former,,,東京府の南西部、南多摩郡に属していた町。,,,Q11459708
4089,小宮町,小宮,コミヤ,short,東京都,,former,,,東京府の南西部、南多摩郡に属していた町。,,,Q11459708
4090,小曽木村,小曽木村,オソキムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11460915
4090,小曽木村,小曽木,オソキ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。,,,Q11460915
4091,小河内村,小河内村,オゴウチムラ,full,東京都,,former,,,東京都の西部、西多摩郡に属していた村。小河内ダム建設により、村落の大部分が奥多摩湖の湖底に沈んだ。,,,Q11462429
4091,小河内村,小河内,オゴウチ,short,東京都,,former,,,東京都の西部、西多摩郡に属していた村。小河内ダム建設により、村落の大部分が奥多摩湖の湖底に沈んだ。,,,Q11462429
4092,小石川区,小石川区,コイシカワク,full,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。,http://commons.wikimedia.org/wiki/Special:FilePath/Toyo_Bunrika_University-old1.jpg,https://commons.wikimedia.org/wiki/File:Toyo_Bunrika_University-old1.jpg,Q11463266
4092,小石川区,小石川,コイシカワ,short,東京都,,former,,,東京府東京市（後に東京都）にかつて存在した区である。1878年（明治11年）から1947年（昭和22年）までの期間（東京15区及び35区の時代）に存在した。,http://commons.wikimedia.org/wiki/Special:FilePath/Toyo_Bunrika_University-old1.jpg,https://commons.wikimedia.org/wiki/File:Toyo_Bunrika_University-old1.jpg,Q11463266
4093,岡田村,岡田村,オカタムラ,full,東京都,,former,,,岡田村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町岡田。,,,Q11473591
4093,岡田村,岡田,オカタ,short,東京都,,former,,,岡田村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町岡田。,,,Q11473591
4094,岸村,岸村,キシムラ,full,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の西部に位置する。武蔵村山市の地名として現存する。,,,Q11475940
4094,岸村,岸,キシ,short,東京都,,former,,,神奈川県、東京府北多摩郡にかつて存在した村である。現在の武蔵村山市の西部に位置する。武蔵村山市の地名として現存する。,,,Q11475940
4095,川口村,川口村,カワグチムラ,full,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11478016
4095,川口村,川口,カワグチ,short,東京都,,former,,,東京都の南西部、南多摩郡に属していた村。,,,Q11478016
4096,差木地村,差木地村,サシキジムラ,full,東京都,,former,,,差木地村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町差木地。,,,Q11479857
4096,差木地村,差木地,サシキジ,short,東京都,,former,,,差木地村とは、東京都大島支庁管内にかつて存在した村である。現在の大島町差木地。,,,Q11479857
