id,original,surface,pronunciation,verified,rank,listing_units,strict_rows,regions,prefectures,description,wikidata,evidence_sources
1050,二見,二見,フタミ,yes,2156,112,112,97,4,二見氏は、日本の氏族の一つ。伊勢や大和、三河、伊豆、相模などに二見の地名はあり、それらに由来する。,Q43659398,person_lists|ndl|wikidata_person|jmnedict
1774,古城,古城,コシロ,yes,2156,112,112,100,4,日本人の姓「こしろ」、「ふるき」など読みがいくつかある。宮城県仙台市若林区の地名。若林城跡（現宮城刑務所）とその周辺の地区 清須市西枇杷島町の地名。,Q27182158,ndl|wikidata_person|jmnedict
1774,古城,古城,コジョウ,yes,2156,112,112,100,4,日本人の姓「こしろ」、「ふるき」など読みがいくつかある。宮城県仙台市若林区の地名。若林城跡（現宮城刑務所）とその周辺の地区 清須市西枇杷島町の地名。,Q27182158,ndl|wikidata_person|jmnedict
1227,小山田,小山田,オヤマダ,yes,2156,112,112,86,8,小山田氏は、日本の氏族の一つ。小山田氏（おやまだし）は武蔵国、小山田氏（こやまだし）は薩摩国に由来する。,Q26437919,person_lists|ndl|wikidata_person|jmnedict
1639,小松原,小松原,コマツバラ,yes,2156,112,112,100,4,日本人の姓。小松原英太郎、小松原慶太郎、小松原賢誉など。,Q26450315,person_lists|ndl|wikidata_person|jmnedict
3864,早崎,早崎,ハヤサキ,yes,2156,112,112,103,3,,Q27243205,ndl|wikidata_person|jmnedict
3864,早崎,早崎,ハヤザキ,yes,2156,112,112,103,3,,Q27243205,web_person|jmnedict
2079,曽田,曽田,ソタ,yes,2156,112,112,95,5,,Q27180993,person_lists|ndl|wikidata_person|jmnedict
2079,曽田,曽田,ソダ,yes,2156,112,112,95,5,,Q27180993,person_lists|ndl|wikidata_person|jmnedict
2168,菅田,菅田,スガタ,yes,2156,112,112,100,6,日本の地名・日本人の姓。,Q27157171,person_lists|ndl|wikidata_person|jmnedict
2168,菅田,菅田,カンダ,yes,2156,112,112,100,6,日本の地名・日本人の姓。,Q27157171,ndl|jmnedict
2168,菅田,菅田,スゲタ,yes,2156,112,112,100,6,日本の地名・日本人の姓。,Q27157171,ndl|wikidata_person|jmnedict
2168,菅田,菅田,スダ,yes,2156,112,112,100,6,日本の地名・日本人の姓。,Q27157171,ndl
7310,藤平,藤平,フジヒラ,yes,2156,112,112,73,4,,Q136459970,person_lists|ndl|wikidata_person|jmnedict
7310,藤平,藤平,トウヘイ,yes,2156,112,112,73,4,,Q136459970,ndl|jmnedict
1939,高萩,高萩,タカハギ,yes,2156,112,112,66,2,,Q129255776,ndl|wikidata_person|jmnedict
2503,中埜,中埜,ナカノ,yes,2167,111,111,74,2,,Q125101552,ndl|jmnedict
3628,勝間,勝間,カツマ,yes,2167,111,111,88,4,,Q116671730,ndl|jmnedict
1221,堀越,堀越,ホリコシ,yes,2167,111,111,93,6,清和源氏義国流、足利氏の一門今川氏の一派で、初代は今川貞世（了俊）である。遠江を本拠地とし当初は遠江守護職であったため、駿河今川氏に対して遠江今川氏とも呼ばれる。,Q26229974,person_lists|ndl|jmnedict
6126,壷井,壷井,ツボイ,yes,2167,111,111,93,2,,Q137249471,ndl|wikidata_person|jmnedict
6319,岡橋,岡橋,オカハシ,yes,2167,111,111,100,2,,Q123337258,ndl|jmnedict
1645,島川,島川,シマカワ,yes,2167,111,112,97,5,,Q130224270,person_lists|ndl|wikidata_person|jmnedict
3192,春山,春山,ハルヤマ,yes,2167,111,111,102,6,,Q26449888,ndl|wikidata_person|jmnedict
2096,桑島,桑島,クワジマ,yes,2167,111,111,93,6,,Q27167570,person_lists|ndl|wikidata_person|jmnedict
2096,桑島,桑島,クワシマ,yes,2167,111,111,93,6,,Q27167570,ndl|wikidata_person|jmnedict
5044,榎木,榎木,エノキ,yes,2167,111,112,92,6,,Q136510397,ndl|wikidata_person|jmnedict
2103,槙野,槙野,マキノ,yes,2167,111,111,98,5,,Q125754592,person_lists|ndl|wikidata_person|jmnedict
4184,興梠,興梠,コウロギ,yes,2167,111,111,75,4,興梠は、日本人の姓である。宮崎県の高千穂や五ヶ瀬、熊本県の阿蘇では比較的多く見られる。「梠」とは「軒」（のき）の意味であり、音読みは「ロ」である。,Q27237987,ndl|jmnedict
2449,藪内,藪内,ヤブウチ,yes,2167,111,113,90,3,藪内流は茶道流派の一つ。古儀茶道藪内流とも。浮薄を戒め利休時代の茶風を留めているとされるが、これは紹鴎・利休の侘び茶に織部の武家茶の影響をいれたものである。,Q115471310,ndl|wikidata_person|jmnedict
3449,越野,越野,コシノ,yes,2167,111,111,101,3,,Q27168999,ndl|wikidata_person|jmnedict
1287,鶴岡,鶴岡,ツルオカ,yes,2167,111,111,100,7,,Q43610721,person_lists|ndl|wikidata_person|jmnedict
1952,下,下,シモ,yes,2181,110,111,85,4,,Q132047679,person_lists|ndl|wikidata_person|jmnedict
3577,今本,今本,イマモト,yes,2181,110,110,83,5,,Q101107960,ndl|wikidata_person|jmnedict
1998,又吉,又吉,マタヨシ,yes,2181,110,110,65,2,,Q27167453,person_lists|ndl|wikidata_person|jmnedict
4785,小黒,小黒,オグロ,yes,2181,110,114,70,6,,Q39241112,ndl|wikidata_person|jmnedict
2301,山浦,山浦,ヤマウラ,yes,2181,110,110,95,7,山浦上杉氏は、室町時代の越後国に在った上杉氏の諸家のひとつ。名義の上では四条上杉氏の分家であるが、血筋としては山内上杉氏の庶流である。のち、村上氏（源氏）、藤原氏より養子が入った。,Q26446458,ndl|wikidata_person|jmnedict
2655,弘田,弘田,ヒロタ,yes,2181,110,110,97,3,,Q27307623,person_lists|ndl|wikidata_person|jmnedict
2847,蒔田,蒔田,マキタ,yes,2181,110,111,79,5,蒔田氏は、武家・華族だった日本の氏族。,Q27181310,person_lists|ndl|wikidata_person|jmnedict
79098,西浜,西浜,ニシハマ,yes,2181,110,111,80,4,,,person_lists|ndl|jmnedict
1144,西澤,西澤,ニシザワ,yes,2181,110,112,101,5,,Q27157372,person_lists|ndl|wikidata_person|jmnedict
1749,下出,下出,シモデ,yes,2190,109,110,88,3,,Q132143008,ndl|wikidata_person|jmnedict
2957,久本,久本,ヒサモト,yes,2190,109,109,93,3,,Q27320452,person_lists|ndl|wikidata_person|jmnedict
3567,井崎,井崎,イザキ,yes,2190,109,109,90,6,,Q86912392,person_lists|ndl|wikidata_person|jmnedict
3567,井崎,井崎,イサキ,yes,2190,109,109,90,6,,Q86912392,ndl|jmnedict
1976,倉沢,倉沢,クラサワ,yes,2190,109,113,36,3,,Q27238022,ndl|wikidata_person|jmnedict
1611,冨士,冨士,フジ,yes,2190,109,109,90,1,,Q125400321,person_lists|ndl|jmnedict
20198,前出,前出,マエデ,yes,2190,109,112,75,2,,,ndl|jmnedict
6022,吉留,吉留,ヨシトメ,yes,2190,109,109,106,4,,Q27179899,ndl|jmnedict
1789,大沼,大沼,オオヌマ,yes,2190,109,111,85,10,,Q26215463,person_lists|ndl|wikidata_person|jmnedict
1421,宇井,宇井,ウイ,yes,2190,109,109,75,3,,Q27167230,ndl|wikidata_person|jmnedict
2603,安江,安江,ヤスエ,yes,2190,109,109,98,5,,Q26447855,person_lists|ndl|jmnedict
4788,尾川,尾川,オカワ,yes,2190,109,109,97,8,,Q27264550,ndl|jmnedict
4788,尾川,尾川,オガワ,yes,2190,109,109,97,8,,Q27264550,ndl|jmnedict
1823,弓削,弓削,ユゲ,yes,2190,109,110,89,6,「弓削」を氏の名とする氏族。古代の日本で弓を製作する弓削部を統率した氏族で、祖先伝承や根拠地域が異なる複数系統がある。物部氏と関係が深く、一部の系統はその傍系とも称した。,Q27169006,person_lists|ndl|wikidata_person|jmnedict
6612,村崎,村崎,ムラサキ,yes,2190,109,109,92,5,,Q27267700,ndl|wikidata_person|jmnedict
1251,櫛田,櫛田,クシダ,yes,2190,109,112,90,3,,Q120484379,person_lists|ndl|wikidata_person|jmnedict
1251,櫛田,櫛田,クシタ,yes,2190,109,112,90,3,,Q120484379,ndl|jmnedict
2136,王,王,オウ,yes,2190,109,109,95,3,中国などにおける氏族の一つ。新を建てた王莽の一族の他、前漢から後漢末〜三国時代の貴族・琅邪王氏と太原王氏、高麗の王族（開城王氏）などが特に知られる。,Q804943,person_lists|ndl|jmnedict
64468,町谷,町谷,マチヤ,yes,2190,109,109,51,2,,,ndl|jmnedict
5301,米野,米野,ヨネノ,yes,2190,109,109,69,3,,Q118134720,person_lists|ndl|wikidata_person|jmnedict
5301,米野,米野,コメノ,yes,2190,109,109,69,3,,Q118134720,ndl|jmnedict
2858,西平,西平,ニシヒラ,yes,2190,109,109,97,4,,Q27306176,ndl|jmnedict
1386,長嶋,長嶋,ナガシマ,yes,2190,109,109,101,5,,Q26447279,person_lists|ndl|jmnedict
10556,与儀,与儀,ヨギ,yes,2209,108,108,62,2,,,person_lists|ndl|jmnedict
1398,久下,久下,クゲ,yes,2209,108,108,87,3,丹波国の国人領主。清和源氏の祖源満仲の弟と称した武末がおり、その孫の基直（武行の子）が武蔵国大里郡久下郷（現在の埼玉県熊谷市久下周辺）を本貫地として、久下氏と称したという。,Q27316359,ndl|wikidata_person|jmnedict
1964,仁科,仁科,ニシナ,yes,2209,108,108,85,3,日本の氏族。系統は桓武平氏繁盛流（信濃平氏）、清和源氏頼季流乙葉氏族（信濃源氏）の仁科氏の諸説もあるとされる。,Q27156579,person_lists|ndl|wikidata_person|jmnedict
23916,吉中,吉中,ヨシナカ,yes,2209,108,108,92,6,,,ndl|jmnedict
1065,宮嶋,宮嶋,ミヤジマ,yes,2209,108,108,95,6,,Q26450182,ndl|jmnedict
2626,尾花,尾花,オバナ,yes,2209,108,108,86,5,,Q27182289,person_lists|ndl|jmnedict
1819,平沼,平沼,ヒラヌマ,yes,2209,108,108,81,2,武家・士族・華族だった日本の家。江戸時代には津山藩士だった家系で、大正時代末期に平沼騏一郎の勲功により華族の男爵家に列した。,Q27178095,person_lists|ndl|wikidata_person|jmnedict
2685,時田,時田,トキタ,yes,2209,108,108,89,5,,Q26447902,ndl|wikidata_person|jmnedict
2685,時田,時田,トキダ,yes,2209,108,108,89,5,,Q26447902,ndl|jmnedict
49008,村口,村口,ムラグチ,yes,2209,108,108,81,5,,,ndl|jmnedict
49565,東江,東江,アガリエ,yes,2209,108,108,44,3,,,ndl|jmnedict
2142,真島,真島,マシマ,yes,2209,108,108,99,8,信濃国（現在の長野県）出身の武家。間島・馬島とも記す。小笠原氏庶流大室氏の末裔とされる。,Q40104027,ndl|wikidata_person|jmnedict
2142,真島,真島,マジマ,yes,2209,108,108,99,8,信濃国（現在の長野県）出身の武家。間島・馬島とも記す。小笠原氏庶流大室氏の末裔とされる。,Q40104027,ndl|jmnedict
3348,福川,福川,フクカワ,yes,2209,108,108,87,4,,Q65562349,person_lists|ndl|wikidata_person|jmnedict
3467,野木,野木,ノギ,yes,2209,108,109,95,3,野木氏は、日本の氏族の1つ。「新編姓氏家系辞典」などでは以下が見える 出雲の宇多源氏佐々木氏族 武蔵の利仁流藤原姓齋藤氏族 下野の秀郷流藤原姓益田氏族 がある。,Q27238171,ndl|wikidata_person|jmnedict
1933,陶山,陶山,スヤマ,yes,2209,108,109,92,6,陶山氏とは、平安時代から鎌倉時代にかけて備中国に割拠していた武士団のひとつ。国人として次第に成長し、室町幕府では奉公衆として名を連ねている。,Q43610087,ndl|wikidata_person|jmnedict
1990,勝本,勝本,カツモト,yes,2223,107,107,95,4,,Q131363448,ndl|wikidata_person|jmnedict
1792,大須賀,大須賀,オオスガ,yes,2223,107,109,87,5,,Q26449066,person_lists|ndl|wikidata_person|jmnedict
1792,大須賀,大須賀,オオスカ,yes,2223,107,109,87,5,,Q26449066,ndl|jmnedict
1062,宇山,宇山,ウヤマ,yes,2223,107,107,97,6,,Q39240287,ndl|wikidata_person|jmnedict
47484,有竹,有竹,アリタケ,yes,2223,107,109,47,3,,,ndl|jmnedict
50585,染川,染川,ソメカワ,yes,2223,107,107,88,2,,,ndl|jmnedict
2797,白神,白神,シラカミ,yes,2223,107,107,99,5,,Q27182257,ndl|jmnedict
2797,白神,白神,シラガ,yes,2223,107,107,99,5,,Q27182257,ndl|wikidata_person|jmnedict
2797,白神,白神,シラガミ,yes,2223,107,107,99,5,,Q27182257,ndl|wikidata_person|jmnedict
4115,福富,福富,フクトミ,yes,2223,107,107,100,6,,Q27166811,person_lists|ndl|wikidata_person|jmnedict
70681,篠木,篠木,シノキ,yes,2223,107,108,49,2,,,ndl|jmnedict
2889,関戸,関戸,セキド,yes,2223,107,110,85,7,,Q43609966,person_lists|ndl|jmnedict
2889,関戸,関戸,セキト,yes,2223,107,110,85,7,,Q43609966,ndl|wikidata_person|jmnedict
458,一柳,一柳,イチヤナギ,yes,2232,106,106,97,4,一柳氏は、武家・華族だった日本の氏族。河野氏の庶流と伝える美濃国出身の氏族で、一柳直末・直盛兄弟が豊臣秀吉に仕えて大名となった。,Q27167676,person_lists|ndl|wikidata_person|jmnedict
458,一柳,一柳,イチリュウ,yes,2232,106,106,97,4,一柳氏は、武家・華族だった日本の氏族。河野氏の庶流と伝える美濃国出身の氏族で、一柳直末・直盛兄弟が豊臣秀吉に仕えて大名となった。,Q27167676,ndl|wikidata_person|jmnedict
458,一柳,一柳,ヒトツヤナギ,yes,2232,106,106,97,4,一柳氏は、武家・華族だった日本の氏族。河野氏の庶流と伝える美濃国出身の氏族で、一柳直末・直盛兄弟が豊臣秀吉に仕えて大名となった。,Q27167676,ndl|wikidata_person|jmnedict
1753,丹波,丹波,タンバ,yes,2232,106,107,90,5,「丹波」を氏の名とする氏族。一般に渡来系氏族の1つとされ、応神天皇の時代に帰化した阿知使主を祖とする丹波史の出身と称し、本姓は坂上氏とする。丹波康頼の代で丹波宿禰姓を賜る。,Q117391724,person_lists|ndl|wikidata_person|jmnedict
1753,丹波,丹波,タンバノ,no,2232,106,107,90,5,「丹波」を氏の名とする氏族。一般に渡来系氏族の1つとされ、応神天皇の時代に帰化した阿知使主を祖とする丹波史の出身と称し、本姓は坂上氏とする。丹波康頼の代で丹波宿禰姓を賜る。,Q117391724,
3556,久原,久原,クハラ,yes,2232,106,106,99,5,,Q27265680,ndl|wikidata_person|jmnedict
20259,前岡,前岡,マエオカ,yes,2232,106,106,89,5,,,person_lists|ndl|jmnedict
2630,山東,山東,サントウ,yes,2232,106,106,98,2,,Q65680031,ndl|wikidata_person|jmnedict
4900,折戸,折戸,オリト,yes,2232,106,107,88,4,,Q65560876,ndl|wikidata_person|jmnedict
4973,来田,来田,キタ,yes,2232,106,108,88,3,,Q107356065,person_lists|ndl|jmnedict
4973,来田,来田,キダ,yes,2232,106,108,88,3,,Q107356065,ndl|jmnedict
3216,松生,松生,マツイケ,yes,2232,106,109,76,3,,Q108912121,ndl|jmnedict
3216,松生,松生,マツオイ,yes,2232,106,109,76,3,,Q108912121,web_person|jmnedict
3216,松生,松生,マツキ,no,2232,106,109,76,3,,Q108912121,jmnedict
5180,片上,片上,カタカミ,yes,2232,106,106,72,3,,Q40105630,ndl|wikidata_person|jmnedict
5180,片上,片上,カタガミ,yes,2232,106,106,72,3,,Q40105630,ndl|jmnedict
5181,片平,片平,カタヒラ,yes,2232,106,107,83,5,,Q26449553,person_lists|ndl|wikidata_person|jmnedict
4072,白岩,白岩,シライワ,yes,2232,106,107,95,7,白岩氏は、日本の氏族の一つ。著名なものとして、以下の2氏族がある。大江姓寒河江氏支流白岩氏。,Q27156902,ndl|wikidata_person|jmnedict
4072,白岩,白岩,シロイワ,yes,2232,106,107,95,7,白岩氏は、日本の氏族の一つ。著名なものとして、以下の2氏族がある。大江姓寒河江氏支流白岩氏。,Q27156902,ndl|wikidata_person|jmnedict
2798,盛,盛,セイ,yes,2232,106,106,98,2,,Q27180013,ndl|jmnedict
2798,盛,盛,モリ,yes,2232,106,106,98,2,,Q27180013,ndl|jmnedict
68178,福中,福中,フクナカ,yes,2232,106,106,79,3,,,ndl|jmnedict
1566,稲見,稲見,イナミ,yes,2232,106,107,74,5,,Q86912409,person_lists|ndl|wikidata_person|jmnedict
1898,米澤,米澤,ヨネザワ,yes,2232,106,106,103,4,,Q27181270,person_lists|ndl|wikidata_person|jmnedict
1898,米澤,米澤,ヨネサワ,yes,2232,106,106,103,4,,Q27181270,ndl|jmnedict
1370,花野,花野,ハナノ,yes,2232,106,106,79,5,,Q120190033,ndl|wikidata_person|jmnedict
1583,赤田,赤田,アカダ,yes,2232,106,106,91,5,赤田氏は、日本の武家氏族のひとつ。家系は嵯峨源氏渡辺氏の祖渡辺綱の次男筒井久の子孫である兵衛尉・赤田等を祖とする武家氏族。,Q27242738,person_lists|ndl|wikidata_person|jmnedict
1583,赤田,赤田,アカタ,yes,2232,106,106,91,5,赤田氏は、日本の武家氏族のひとつ。家系は嵯峨源氏渡辺氏の祖渡辺綱の次男筒井久の子孫である兵衛尉・赤田等を祖とする武家氏族。,Q27242738,ndl|wikidata_person|jmnedict
83838,野津,野津,ノツ,yes,2232,106,106,98,5,,,ndl|jmnedict
83838,野津,野津,ノヅ,no,2232,106,106,98,5,,,jmnedict
1385,鈴江,鈴江,スズエ,yes,2232,106,106,97,3,,Q121775065,person_lists|ndl|wikidata_person|jmnedict
2920,一尾,一尾,イチオ,yes,2251,105,106,36,2,,Q130772743,ndl|wikidata_person|jmnedict
1951,上松,上松,ウエマツ,yes,2251,105,105,95,6,,Q27178244,person_lists|ndl|jmnedict
1951,上松,上松,アゲマツ,yes,2251,105,105,95,6,,Q27178244,ndl|wikidata_person|jmnedict
10191,下浦,下浦,シモウラ,yes,2251,105,105,92,4,,,ndl|jmnedict
15127,仲辻,仲辻,ナカツジ,yes,2251,105,105,67,2,,,ndl|jmnedict
6105,堅田,堅田,カタダ,yes,2251,105,105,90,2,,Q27306939,ndl|wikidata_person|jmnedict
6110,塚口,塚口,ツカグチ,yes,2251,105,105,75,2,,Q126361195,ndl|wikidata_person|jmnedict
6165,大畠,大畠,オオハタ,yes,2251,105,105,91,5,,Q39239953,ndl|wikidata_person|jmnedict
6165,大畠,大畠,ダイバタケ,yes,2251,105,105,91,5,,Q39239953,web_person
30354,大藪,大藪,オオヤブ,yes,2251,105,105,69,2,,,ndl|jmnedict
1422,宍戸,宍戸,シシド,yes,2251,105,105,89,6,宍戸氏は、日本の氏族の一つ。,Q26229719,person_lists|ndl|jmnedict
2607,宮路,宮路,ミヤジ,yes,2251,105,106,83,5,,Q27265184,person_lists|ndl|wikidata_person|jmnedict
38803,川渕,川渕,カワブチ,yes,2251,105,105,92,5,,,ndl|jmnedict
2069,斉田,斉田,サイタ,yes,2251,105,105,89,6,,Q27321373,ndl|wikidata_person|jmnedict
2069,斉田,斉田,サイダ,yes,2251,105,105,89,6,,Q27321373,ndl|wikidata_person|jmnedict
4941,有沢,有沢,アリサワ,yes,2251,105,107,84,6,,Q27242922,person_lists|ndl|wikidata_person|jmnedict
51889,桝本,桝本,マスモト,yes,2251,105,105,92,4,,,ndl|jmnedict
5023,森原,森原,モリハラ,yes,2251,105,107,88,5,,Q27319427,person_lists|ndl|wikidata_person|jmnedict
54661,正井,正井,マサイ,yes,2251,105,105,84,3,,,ndl|jmnedict
1874,牛田,牛田,ウシダ,yes,2251,105,105,85,6,,Q108725092,person_lists|ndl|jmnedict
4078,益川,益川,マスカワ,yes,2251,105,109,54,2,,Q139570107,person_lists|ndl|wikidata_person|jmnedict
4156,粟野,粟野,アワノ,yes,2251,105,105,94,5,,Q29915839,person_lists|ndl|wikidata_person|jmnedict
74821,花木,花木,ハナキ,yes,2251,105,106,95,6,,,ndl|jmnedict
759,二木,二木,フタキ,yes,2271,104,105,93,6,,Q43659236,person_lists|ndl|wikidata_person|jmnedict
759,二木,二木,ニキ,yes,2271,104,105,93,6,,Q43659236,ndl|wikidata_person|jmnedict
759,二木,二木,フタギ,yes,2271,104,105,93,6,,Q43659236,ndl|jmnedict
759,二木,二木,フタツキ,yes,2271,104,105,93,6,,Q43659236,ndl|wikidata_person|jmnedict
759,二木,二木,フタツギ,yes,2271,104,105,93,6,,Q43659236,ndl|wikidata_person|jmnedict
4490,仮屋,仮屋,カリヤ,yes,2271,104,104,93,3,,Q27242722,ndl|wikidata_person|jmnedict
15038,仲林,仲林,ナカバヤシ,yes,2271,104,106,67,3,,,ndl|jmnedict
846,小平,小平,コダイラ,yes,2271,104,104,96,6,,Q39240863,person_lists|ndl|wikidata_person|jmnedict
846,小平,小平,コヒラ,yes,2271,104,104,96,6,,Q39240863,ndl|jmnedict
40077,平見,平見,ヒラミ,yes,2271,104,105,93,4,,,ndl|jmnedict
1831,押谷,押谷,オシタニ,yes,2271,104,104,88,4,,Q120189563,person_lists|ndl|jmnedict
51728,桑村,桑村,クワムラ,yes,2271,104,104,94,8,,,ndl|jmnedict
5098,池島,池島,イケジマ,yes,2271,104,104,93,4,,Q130413664,person_lists|ndl|jmnedict
5098,池島,池島,イケシマ,yes,2271,104,104,93,4,,Q130413664,ndl|jmnedict
3448,越山,越山,コシヤマ,yes,2271,104,107,69,2,,Q123569524,ndl|wikidata_person|jmnedict
87734,青,青,アオ,yes,2271,104,104,55,3,,,ndl|jmnedict
1738,高沢,高沢,タカザワ,yes,2271,104,104,96,6,,Q26438996,person_lists|ndl|wikidata_person|jmnedict
1738,高沢,高沢,タカサワ,yes,2271,104,104,96,6,,Q26438996,ndl|jmnedict
2211,三山,三山,ミヤマ,yes,2282,103,105,82,4,三山氏は、日本の姓氏のひとつ。三山氏の名の由来については諸説あって定まらないが、各地の地名から起こったと考えられる。三山朝臣のほか下総国、美作国、武蔵国などにも存在する。,Q30001533,ndl|wikidata_person|jmnedict
2498,上野山,上野山,ウエノヤマ,yes,2282,103,103,95,3,日本人の姓。日本の地名。,Q72149067,ndl|wikidata_person|jmnedict
2526,今城,今城,イマキ,yes,2282,103,104,92,2,藤原北家花山院流の公家・華族である。公家としての家格は羽林家、華族としての家格は子爵家。,Q27264766,ndl|wikidata_person|jmnedict
2526,今城,今城,イマジョウ,yes,2282,103,104,92,2,藤原北家花山院流の公家・華族である。公家としての家格は羽林家、華族としての家格は子爵家。,Q27264766,ndl|wikidata_person|jmnedict
5870,入口,入口,イリグチ,yes,2282,103,104,84,3,日本の姓のひとつ。入口将宣（元騎手）、入口紀男（工学者）など。都市高速道路などにおける、高速道路への入口しかないインターチェンジのこと。福島県大沼郡会津美里町本郷内の地名。,Q27306206,ndl|wikidata_person|jmnedict
20170,前中,前中,マエナカ,yes,2282,103,103,91,4,,,ndl|jmnedict
1056,土佐,土佐,トサ,yes,2282,103,104,89,6,,Q27242830,person_lists|ndl|wikidata_person|jmnedict
3707,大串,大串,オオグシ,yes,2282,103,104,91,5,,Q122900477,person_lists|ndl|jmnedict
3707,大串,大串,オオクシ,yes,2282,103,104,91,5,,Q122900477,ndl|jmnedict
2018,大住,大住,オオスミ,yes,2282,103,104,85,4,,Q114567461,ndl|wikidata_person|jmnedict
30091,大瀬,大瀬,オオセ,yes,2282,103,104,84,4,,,ndl|jmnedict
1225,安宅,安宅,アタカ,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,ndl|wikidata_person|jmnedict
1225,安宅,安宅,アタギ,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,ndl|jmnedict
1225,安宅,安宅,アタク,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,ndl|wikidata_person|jmnedict
1225,安宅,安宅,アダカ,no,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,jmnedict
1225,安宅,安宅,アダケ,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,ndl
1225,安宅,安宅,アンタク,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,web_person|jmnedict
1225,安宅,安宅,ヤスミ,yes,2282,103,103,94,5,安宅氏は、日本の氏族の一つ。熊野水軍の一員で、紀伊安宅荘に起源を持つ紀伊安宅氏や、その分流で三好氏から安宅冬康を養子を迎えた淡路安宅氏などが知られる。,Q27305535,ndl|wikidata_person|jmnedict
41437,当真,当真,トウマ,yes,2282,103,103,43,2,,,ndl|jmnedict
41437,当真,当真,トオマ,no,2282,103,103,43,2,,,
3839,徳留,徳留,トクトメ,yes,2282,103,103,97,5,,Q27238131,ndl|jmnedict
3839,徳留,徳留,トクドメ,yes,2282,103,103,97,5,,Q27238131,ndl|wikidata_person|jmnedict
851,持田,持田,モチダ,yes,2282,103,103,94,4,,Q6887573,ndl|wikidata_person|jmnedict
2675,新野,新野,シンノ,yes,2282,103,103,94,7,,Q51845744,ndl|wikidata_person|jmnedict
2675,新野,新野,ニイノ,yes,2282,103,103,94,7,,Q51845744,ndl|wikidata_person|jmnedict
3260,江尻,江尻,エジリ,yes,2282,103,103,84,5,,Q27156195,person_lists|ndl|wikidata_person|jmnedict
2127,渡,渡,ワタリ,yes,2282,103,103,97,2,,Q27237533,person_lists|ndl|jmnedict
2127,渡,渡,ワタル,yes,2282,103,103,97,2,,Q27237533,ndl|jmnedict
4046,猪野,猪野,イイノ,yes,2282,103,107,83,4,,Q27157536,web_person|jmnedict
4046,猪野,猪野,イノ,yes,2282,103,107,83,4,,Q27157536,ndl|jmnedict
1085,田邊,田邊,タナベ,yes,2282,103,103,89,3,,Q27322853,ndl|wikidata_person|jmnedict
1885,直江,直江,ナオエ,yes,2282,103,106,71,4,日本国の氏姓。ここでは藤原姓直江氏について記述する。,Q27307809,person_lists|ndl|wikidata_person|jmnedict
5272,窪,窪,クボ,yes,2282,103,104,85,4,,Q27319039,ndl|wikidata_person|jmnedict
71280,糀谷,糀谷,コウジタニ,yes,2282,103,103,72,2,,,ndl|jmnedict
1367,納谷,納谷,ナヤ,yes,2282,103,104,76,2,,Q120473015,ndl|wikidata_person|jmnedict
2825,細木,細木,サイキ,yes,2282,103,104,87,4,,Q27238215,web_person|jmnedict
2825,細木,細木,ホソキ,yes,2282,103,104,87,4,,Q27238215,ndl|wikidata_person|jmnedict
7167,紺谷,紺谷,コンタニ,yes,2282,103,103,90,2,,Q133324303,ndl|wikidata_person|jmnedict
3422,薦田,薦田,コモダ,yes,2282,103,103,93,6,,Q131392196,ndl|jmnedict
7305,藤中,藤中,フジナカ,yes,2282,103,103,94,5,,Q27307213,ndl|jmnedict
2868,赤川,赤川,アカガワ,yes,2282,103,103,92,7,,Q27157411,person_lists|ndl|wikidata_person|jmnedict
83589,重里,重里,シゲサト,yes,2282,103,103,45,2,,,ndl|jmnedict
4314,長屋,長屋,ナガヤ,yes,2282,103,104,74,6,,Q26446582,ndl|jmnedict
1148,高杉,高杉,タカスギ,yes,2282,103,106,86,7,戦国時代から幕末まで300年以上にわたって毛利氏に仕えた武士の一族。幕末に高杉晋作を輩出した。,Q26446567,ndl|jmnedict
2910,鳥飼,鳥飼,トリカイ,yes,2282,103,103,86,4,,Q27238292,ndl|wikidata_person|jmnedict
