id,name,class,vertebrate,order,family,description,wikidata,scientific_name,aphia_id,jodc_code,image,image_page,image_group
561,アカムツ,魚類,脊椎動物,スズキア目,スズキ科,スズキ科に分類され海で生活する魚でアカムツと呼ばれる。,Q2048473,Doederleinia berycoides,280572,92032703070100,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Doederleinia_berycoides_Marinepia_1.jpg/960px-Doederleinia_berycoides_Marinepia_1.jpg,https://commons.wikimedia.org/wiki/File:Doederleinia%20berycoides%20Marinepia%201.jpg,魚類
562,アラスカメヌケ,魚類,脊椎動物,カサゴ目,フサカサゴ科,フサカサゴ科に分類され海で生活する魚でアラスカメヌケと呼ばれる。,Q2365463,Sebastes alutus,254573,92033901011300,,,魚類
563,イトウ,魚類,脊椎動物,サケ目,サケ科,サケ科に分類され海で生活する魚でイトウと呼ばれる。,Q2245191,Parahucho perryi,320038,92030604010100,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hucho_perryi_Yamano1.jpg/960px-Hucho_perryi_Yamano1.jpg,https://commons.wikimedia.org/wiki/File:Hucho%20perryi%20Yamano1.jpg,魚類
564,イトヒラアジ,魚類,脊椎動物,スズキア目,アジ科,アジ科に分類され海で生活する魚でイトヒラアジと呼ばれる。,Q2562214,Carangoides dinema,218401,92032724170100,,,魚類
565,ウシバナトビエイ,魚類,脊椎動物,エイ目,ウシバナトビエイ科,ウシバナトビエイ科に分類され海で生活する魚でウシバナトビエイと呼ばれる。,Q5261079,Rhinoptera javanica,217429,92020513010100,,,魚類
566,ウナギギンポ,魚類,脊椎動物,ギンポア目,イソギンポ科,イソギンポ科に分類され海で生活する魚でウナギギンポと呼ばれる。,Q1997882,Xiphasia setifer,219345,92033511090100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Garden_Eel.jpg/960px-Garden_Eel.jpg,https://commons.wikimedia.org/wiki/File:Garden%20Eel.jpg,魚類
567,オオコバン,魚類,脊椎動物,コバンザメア目,コバンザメ科,コバンザメ科に分類され海で生活する魚でオオコバンと呼ばれる。,Q850041,Remora australis,126850,92032801030400,,,魚類
568,カエルウオ,魚類,脊椎動物,ギンポア目,イソギンポ科,イソギンポ科に分類され海で生活する魚でカエルウオと呼ばれる。,Q2446169,Istiblennius edentulus,219294,92033511230100,,,魚類
569,カライワシ,魚類,脊椎動物,カライワシ目,カライワシ科,カライワシ科に分類され海で生活する魚でカライワシと呼ばれる。,Q2998299,Elops hawaiensis,275404,92030301020100,https://upload.wikimedia.org/wikipedia/commons/d/de/Elops_hawaiensis.jpg,https://commons.wikimedia.org/wiki/File:Elops%20hawaiensis.jpg,魚類
570,ギンザメ,魚類,脊椎動物,ギンザメ目,ギンザメ科,ギンザメ科に分類され海で生活する魚でギンザメと呼ばれる。,Q1071811,Chimaera phantasma,271401,92020601010100,,,魚類
571,クロコバン,魚類,脊椎動物,コバンザメア目,コバンザメ科,コバンザメ科に分類され海で生活する魚でクロコバンと呼ばれる。,Q429152,Remora brachyptera,126851,92032801030200,,,魚類
572,クロデメニギス,魚類,脊椎動物,サケ目,デメニギス科,デメニギス科に分類され海で生活する魚でクロデメニギスと呼ばれる。,Q2269816,Winteria telescopa,283164,92030607030100,,,魚類
573,コボラ,魚類,脊椎動物,ボラア目,ボラ科,ボラ科に分類され海で生活する魚でコボラと呼ばれる。,Q46637978,Planiliza macrolepis,1043424,92032502020300,,,魚類
574,シマガツオ,魚類,脊椎動物,スズキア目,シマガツオ科,シマガツオ科に分類され海で生活する魚でシマガツオと呼ばれる。,Q939450,Brama japonica,273148,92032729010200,https://upload.wikimedia.org/wikipedia/commons/2/24/Brama_japonica_(Pacific_pomfret)%2C_by_Andrew_Grygus%2C_2019.png,https://commons.wikimedia.org/wiki/File:Brama%20japonica%20(Pacific%20pomfret)%2C%20by%20Andrew%20Grygus%2C%202019.png,魚類
575,シラコダイ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でシラコダイと呼ばれる。,Q2138329,Chaetodon nippon,273351,92032750033400,https://upload.wikimedia.org/wikipedia/commons/7/7f/ShirakoDI.jpg,https://commons.wikimedia.org/wiki/File:ShirakoDI.jpg,魚類
576,シロギス,魚類,脊椎動物,スズキア目,キス科,キス科に分類され海で生活する魚でシロギスと呼ばれる。,Q2879988,Sillago japonica,273944,92032718010100,,,魚類
577,スジコバン,魚類,脊椎動物,コバンザメア目,コバンザメ科,コバンザメ科に分類され海で生活する魚でスジコバンと呼ばれる。,Q657932,Phtheirichthys lineatus,126849,92032801010100,,,魚類
578,ツチホゼリ,魚類,脊椎動物,スズキア目,ハタ科,ハタ科に分類され海で生活する魚でツチホゼリと呼ばれる。,Q5383061,Epinephelus cyanopodus,273845,92032705080100,https://upload.wikimedia.org/wikipedia/commons/4/42/Epinephelus_cyanopodus_JNC1902.JPG,https://commons.wikimedia.org/wiki/File:Epinephelus%20cyanopodus%20JNC1902.JPG,魚類
579,ツノハタタテダイ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でツノハタタテダイと呼ばれる。,Q1021923,Heniochus varius,276750,92032750050600,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Pez_estandarte_cornudo_(Heniochus_varius)%2C_Anilao%2C_Filipinas%2C_2023-08-21%2C_DD_172.jpg/960px-Pez_estandarte_cornudo_(Heniochus_varius)%2C_Anilao%2C_Filipinas%2C_2023-08-21%2C_DD_172.jpg,https://commons.wikimedia.org/wiki/File:Pez%20estandarte%20cornudo%20(Heniochus%20varius)%2C%20Anilao%2C%20Filipinas%2C%202023-08-21%2C%20DD%20172.jpg,魚類
580,ツバサハゼ,魚類,脊椎動物,ハゼア目,ツバサハゼ科,ツバサハゼ科に分類され海で生活する魚でツバサハゼと呼ばれる。,Q762817,Rhyacichthys aspro,282604,92033401010100,,,魚類
581,ツマグロエイラクブカ,魚類,脊椎動物,ネズミザメ目,ドチザメ科,ドチザメ科に分類され海で生活する魚でツマグロエイラクブカと呼ばれる。,Q1936194,Hypogaleus hyugaensis,220020,92020303050100,,,魚類
582,テンジクカワアナゴ,魚類,脊椎動物,ハゼア目,ハゼ科,ハゼ科に分類され海で生活する魚でテンジクカワアナゴと呼ばれる。,Q519126,Eleotris fusca,219356,92033402040200,,,魚類
583,トノサマダイ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でトノサマダイと呼ばれる。,Q3087269,Chaetodon speculum,218740,92032750030600,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Bep_chaetodon_speculum.jpg/960px-Bep_chaetodon_speculum.jpg,https://commons.wikimedia.org/wiki/File:Bep%20chaetodon%20speculum.jpg,魚類
584,ニシキベラ,魚類,脊椎動物,スズキア目,ベラ科,ベラ科に分類され海で生活する魚でニシキベラと呼ばれる。,Q2188805,Thalassoma cupido,273578,92032761120600,https://upload.wikimedia.org/wikipedia/commons/6/60/NishikiBR.jpg,https://commons.wikimedia.org/wiki/File:NishikiBR.jpg,魚類
585,ヌマチチブ,魚類,脊椎動物,ハゼア目,ハゼ科,ハゼ科に分類され海で生活する魚でヌマチチブと呼ばれる。,Q1305658,Tridentiger brevispinis,283046,92033402640200,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Tridentiger_brevispinis(Hamamatsu%2CShizuoka%2CJapan%2C2007).jpg/960px-Tridentiger_brevispinis(Hamamatsu%2CShizuoka%2CJapan%2C2007).jpg,https://commons.wikimedia.org/wiki/File:Tridentiger%20brevispinis(Hamamatsu%2CShizuoka%2CJapan%2C2007).jpg,魚類
586,ノコギリダイ,魚類,脊椎動物,スズキア目,フエフキダイ科,フエフキダイ科に分類され海で生活する魚でノコギリダイと呼ばれる。,Q1027284,Gnathodentex aureolineatus,218574,92032746020100,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Gnathodentex_aureolineatus.jpg/960px-Gnathodentex_aureolineatus.jpg,https://commons.wikimedia.org/wiki/File:Gnathodentex%20aureolineatus.jpg,魚類
587,ハクテンカタギ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でハクテンカタギと呼ばれる。,Q2064065,Chaetodon reticulatus,273359,92032750032500,https://upload.wikimedia.org/wikipedia/commons/f/f6/Chaetodon_reticulatus_by_NPS.jpg,https://commons.wikimedia.org/wiki/File:Chaetodon%20reticulatus%20by%20NPS.jpg,魚類
588,ヒシコバン,魚類,脊椎動物,コバンザメア目,コバンザメ科,コバンザメ科に分類され海で生活する魚でヒシコバンと呼ばれる。,Q850488,Remora osteochir,126852,92032801030300,,,魚類
589,ヒシダイ,魚類,脊椎動物,マトウダイ目,ヒシダイ科,ヒシダイ科に分類され海で生活する魚でヒシダイと呼ばれる。,Q1041761,Antigonia capros,127418,92032401010100,,,魚類
590,ヒフキヨウジ,魚類,脊椎動物,ヨウジウオ目,ヨウジウオ科,ヨウジウオ科に分類され海で生活する魚でヒフキヨウジと呼ばれる。,Q2250928,Trachyrhamphus serratus,278672,92031506120100,https://upload.wikimedia.org/wikipedia/commons/9/9a/HihukiYJ.jpg,https://commons.wikimedia.org/wiki/File:HihukiYJ.jpg,魚類
591,フリソデウオ,魚類,脊椎動物,アカマンボウ目,フリソデウオ科,フリソデウオ科に分類され海で生活する魚でフリソデウオと呼ばれる。,Q4381486,Desmodema polystictum,158922,92032304030100,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Dealfish.jpg/960px-Dealfish.jpg,https://commons.wikimedia.org/wiki/File:Dealfish.jpg,魚類
592,ホウボウ,魚類,脊椎動物,カサゴ目,ホウボウ科,ホウボウ科に分類され海で生活する魚でホウボウと呼ばれる。,Q2723618,Chelidonichthys spinosus,274878,92033914010100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Rubio_rojo_(Chelidonichthys_spinosus)%2C_Parque_natural_de_la_Arr%C3%A1bida%2C_Portugal%2C_2021-09-09%2C_DD_06.jpg/960px-Rubio_rojo_(Chelidonichthys_spinosus)%2C_Parque_natural_de_la_Arr%C3%A1bida%2C_Portugal%2C_2021-09-09%2C_DD_06.jpg,https://commons.wikimedia.org/wiki/File:Rubio%20rojo%20(Chelidonichthys%20spinosus)%2C%20Parque%20natural%20de%20la%20Arr%C3%A1bida%2C%20Portugal%2C%202021-09-09%2C%20DD%2006.jpg,魚類
593,ボウズハギ,魚類,脊椎動物,ニザダイア目,ニザダイ科,ニザダイ科に分類され海で生活する魚でボウズハギと呼ばれる。,Q1043556,Naso thynnoides,219670,92033202021100,https://upload.wikimedia.org/wikipedia/commons/b/b5/BozuHG.jpg,https://commons.wikimedia.org/wiki/File:BozuHG.jpg,魚類
594,マフグ,魚類,脊椎動物,フグ目,フグ科,フグ科に分類され海で生活する魚でマフグと呼ばれる。,Q2846010,Takifugu porphyreus,278424,92034208011400,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Takifugu_porphyreus_Moguranpia.jpg/960px-Takifugu_porphyreus_Moguranpia.jpg,https://commons.wikimedia.org/wiki/File:Takifugu%20porphyreus%20Moguranpia.jpg,魚類
595,ミツマタヤリウオ,魚類,脊椎動物,ワニトカゲギス目,ミツマタヤリウオ科,ミツマタヤリウオ科に分類され海で生活する魚でミツマタヤリウオと呼ばれる。,Q2736606,Idiacanthus antrostomus,275151,92030708010100,,,魚類
596,ヤマノカミ,魚類,脊椎動物,カサゴ目,カジカ科,カジカ科に分類され海で生活する魚でヤマノカミと呼ばれる。,Q1852775,Trachidermus fasciatus,283028,92033911140100,https://upload.wikimedia.org/wikipedia/commons/5/54/Yamanokami0903.jpg,https://commons.wikimedia.org/wiki/File:Yamanokami0903.jpg,魚類
597,ユウゼン,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でユウゼンと呼ばれる。,Q1054725,Chaetodon daedalma,273331,92032750032700,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Chaetodon_daedalma_Ogasawara.jpg/960px-Chaetodon_daedalma_Ogasawara.jpg,https://commons.wikimedia.org/wiki/File:Chaetodon%20daedalma%20Ogasawara.jpg,魚類
598,ヨゴレマツカサ,魚類,脊椎動物,キンメダイ目,イツトウダイ科,イツトウダイ科に分類され海で生活する魚でヨゴレマツカサと呼ばれる。,Q2556312,Myripristis murdjan,217925,92032108031000,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pez_soldado_rojo_(Myripristis_murdjan)%2C_Yeda%2C_Arabia_Saudita%2C_2025-05-19%2C_DD_92.jpg/960px-Pez_soldado_rojo_(Myripristis_murdjan)%2C_Yeda%2C_Arabia_Saudita%2C_2025-05-19%2C_DD_92.jpg,https://commons.wikimedia.org/wiki/File:Pez%20soldado%20rojo%20(Myripristis%20murdjan)%2C%20Yeda%2C%20Arabia%20Saudita%2C%202025-05-19%2C%20DD%2092.jpg,魚類
599,ヨロイウオ,魚類,脊椎動物,ヨウジウオ目,ヘコアユ科,ヘコアユ科に分類され海で生活する魚でヨロイウオと呼ばれる。,Q149497,Centriscus scutatus,217970,92031504020100,,,魚類
600,アイナメ,魚類,脊椎動物,カサゴ目,アイナメ科,アイナメ科に分類され海で生活する魚でアイナメと呼ばれる。,Q3957556,Hexagrammos otakii,279411,92033907010200,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Hexagrammos_otakii_Sunpiazza2.jpg/960px-Hexagrammos_otakii_Sunpiazza2.jpg,https://commons.wikimedia.org/wiki/File:Hexagrammos%20otakii%20Sunpiazza2.jpg,魚類
601,アカアマダイ,魚類,脊椎動物,スズキア目,アマダイ科,アマダイ科に分類され海で生活する魚でアカアマダイと呼ばれる。,Q3283274,Branchiostegus japonicus,276739,92032719010200,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Branchiostegus_japonicus_Toba.jpg/960px-Branchiostegus_japonicus_Toba.jpg,https://commons.wikimedia.org/wiki/File:Branchiostegus%20japonicus%20Toba.jpg,魚類
602,アカカマス,魚類,脊椎動物,ボラア目,カマス科,カマス科に分類され海で生活する魚でアカカマスと呼ばれる。,Q427421,Sphyraena pinguis,273985,92032503010600,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sphyraena_pinguis_Uminomori.jpg/960px-Sphyraena_pinguis_Uminomori.jpg,https://commons.wikimedia.org/wiki/File:Sphyraena%20pinguis%20Uminomori.jpg,魚類
603,アズマギンザメ,魚類,脊椎動物,ギンザメ目,テングギンザメ科,テングギンザメ科に分類され海で生活する魚でアズマギンザメと呼ばれる。,Q3066285,Harriotta raleighana,105829,92020602020100,,,魚類
604,アセウツボ,魚類,脊椎動物,ウナギ目,ウツボ科,ウツボ科に分類され海で生活する魚でアセウツボと呼ばれる。,Q2181528,Gymnothorax pictus,217491,92030405052700,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Peppered_moray_Gymnothorax_pictus_(7622353606).jpg/960px-Peppered_moray_Gymnothorax_pictus_(7622353606).jpg,https://commons.wikimedia.org/wiki/File:Peppered%20moray%20Gymnothorax%20pictus%20(7622353606).jpg,魚類
605,アベハゼ,魚類,脊椎動物,ハゼア目,ハゼ科,ハゼ科に分類され海で生活する魚でアベハゼと呼ばれる。,Q713680,Mugilogobius abei,277346,92033402570100,,,魚類
606,アミアイゴ,魚類,脊椎動物,ニザダイア目,アイゴ科,アイゴ科に分類され海で生活する魚でアミアイゴと呼ばれる。,Q2194235,Siganus spinus,219689,92033203010400,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Siganus_spinus.jpg/960px-Siganus_spinus.jpg,https://commons.wikimedia.org/wiki/File:Siganus%20spinus.jpg,魚類
607,イシガレイ,魚類,脊椎動物,カレイ目,カレイ科,カレイ科に分類され海で生活する魚でイシガレイと呼ばれる。,Q2230076,Platichthys bicoloratus,305689,92034104160100,https://upload.wikimedia.org/wikipedia/commons/3/3f/Kareius_bicoloratus_Camouflage.JPG,https://commons.wikimedia.org/wiki/File:Kareius%20bicoloratus%20Camouflage.JPG,魚類
608,イソスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海で生活する魚でイソスズメダイと呼ばれる。,Q3512634,Abudefduf notatus,212870,92032756130100,https://upload.wikimedia.org/wikipedia/commons/3/3a/Abudefduf_notatus.JPG,https://commons.wikimedia.org/wiki/File:Abudefduf%20notatus.JPG,魚類
609,インドカイワリ,魚類,脊椎動物,スズキア目,アジ科,アジ科に分類され海で生活する魚でインドカイワリと呼ばれる。,Q1992800,Craterognathus plagiotaenia,1751406,92032724180100,https://upload.wikimedia.org/wikipedia/commons/f/f4/Barcheek_trevally_fiji.jpg,https://commons.wikimedia.org/wiki/File:Barcheek%20trevally%20fiji.jpg,魚類
610,オニハゲブダイ,魚類,脊椎動物,スズキア目,ブダイ科,ブダイ科に分類され海で生活する魚でオニハゲブダイと呼ばれる。,Q2895944,Chlorurus frontalis,277506,92032762040600,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Corl0397_(28078692376).jpg/960px-Corl0397_(28078692376).jpg,https://commons.wikimedia.org/wiki/File:Corl0397%20(28078692376).jpg,魚類
611,オビブダイ,魚類,脊椎動物,スズキア目,ブダイ科,ブダイ科に分類され海で生活する魚でオビブダイと呼ばれる。,Q2207514,Scarus schlegeli,276060,92032762041900,https://upload.wikimedia.org/wikipedia/commons/c/c3/ObiBD.jpg,https://commons.wikimedia.org/wiki/File:ObiBD.jpg,魚類
612,ギンイワシ,魚類,脊椎動物,ニシン目,ニシン科,ニシン科に分類され海で生活する魚でギンイワシと呼ばれる。,Q2026508,Dussumieria elopsoides,212259,92030201010100,,,魚類
613,クロシビカマス,魚類,脊椎動物,サバア目,クロタチカマス科,クロタチカマス科に分類され海で生活する魚でクロシビカマスと呼ばれる。,Q1550608,Promethichthys prometheus,126866,92033102050100,,,魚類
614,クロソイ,魚類,脊椎動物,カサゴ目,フサカサゴ科,フサカサゴ科に分類され海で生活する魚でクロソイと呼ばれる。,Q1985193,Sebastes schlegelii,274849,92033901012000,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Sebastes_schlegelii_Hilgendorf%2C_1880.jpg/960px-Sebastes_schlegelii_Hilgendorf%2C_1880.jpg,https://commons.wikimedia.org/wiki/File:Sebastes%20schlegelii%20Hilgendorf%2C%201880.jpg,魚類
615,クロヒラアジ,魚類,脊椎動物,スズキア目,アジ科,アジ科に分類され海で生活する魚でクロヒラアジと呼ばれる。,Q686256,Ferdauia ferdau,1802000,92032724180400,https://upload.wikimedia.org/wikipedia/commons/e/e3/Blue_trevally_taxobox.png,https://commons.wikimedia.org/wiki/File:Blue%20trevally%20taxobox.png,魚類
616,クロホシイシモチ,魚類,脊椎動物,スズキア目,テンジクダイ科,テンジクダイ科に分類され海で生活する魚でクロホシイシモチと呼ばれる。,Q2701835,Ostorhinchus notatus,1023017,92032717081900,,,魚類
617,コクテンカタギ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でコクテンカタギと呼ばれる。,Q2180296,Chaetodon guentheri,273341,92032750032900,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/ChaetodonGuentheriRLS.jpg/960px-ChaetodonGuentheriRLS.jpg,https://commons.wikimedia.org/wiki/File:ChaetodonGuentheriRLS.jpg,魚類
618,コンゴウアナゴ,魚類,脊椎動物,ウナギ目,コンゴウアナゴ科,コンゴウアナゴ科に分類され海で生活する魚でコンゴウアナゴと呼ばれる。,Q2165939,Simenchelys parasitica,126327,92030407010100,,,魚類
619,ゴマヒレキントキ,魚類,脊椎動物,スズキア目,キントキダイ科,キントキダイ科に分類され海で生活する魚でゴマヒレキントキと呼ばれる。,Q2001618,Heteropriacanthus cruentatus,127004,92032716010200,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Glasseye_(Heteropriacanthus_cruentatus).jpg/960px-Glasseye_(Heteropriacanthus_cruentatus).jpg,https://commons.wikimedia.org/wiki/File:Glasseye%20(Heteropriacanthus%20cruentatus).jpg,魚類
620,シチセンスズメダイ,魚類,脊椎動物,スズキア目,スズメダイ科,スズメダイ科に分類され海で生活する魚でシチセンスズメダイと呼ばれる。,Q2302511,Abudefduf septemfasciatus,212878,92032756130300,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Abudefduf_septemfasciatus.JPG/960px-Abudefduf_septemfasciatus.JPG,https://commons.wikimedia.org/wiki/File:Abudefduf%20septemfasciatus.JPG,魚類
621,スミツキトノサマダイ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でスミツキトノサマダイと呼ばれる。,Q2282187,Chaetodon plebeius,273354,92032750030400,https://upload.wikimedia.org/wikipedia/commons/1/12/Bluestreak_butterflyfish_Chaetodon_plebeius_(7578718432).jpg,https://commons.wikimedia.org/wiki/File:Bluestreak%20butterflyfish%20Chaetodon%20plebeius%20(7578718432).jpg,魚類
622,タキゲンロクダイ,魚類,脊椎動物,スズキア目,チヨウチヨウウオ科,チヨウチヨウウオ科に分類され海で生活する魚でタキゲンロクダイと呼ばれる。,Q2683309,Coradion altivelis,280390,92032750040100,https://upload.wikimedia.org/wikipedia/commons/7/79/TakigenrokuDI.jpg,https://commons.wikimedia.org/wiki/File:TakigenrokuDI.jpg,魚類
623,タテシマフエフキ,魚類,脊椎動物,スズキア目,フエフキダイ科,フエフキダイ科に分類され海で生活する魚でタテシマフエフキと呼ばれる。,Q31401,Lethrinus obsoletus,212085,92032746050700,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Letr%C3%ADnido_(Lethrinus_obsoletus)%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-31%2C_DD_23.jpg/960px-Letr%C3%ADnido_(Lethrinus_obsoletus)%2C_Zanz%C3%ADbar%2C_Tanzania%2C_2024-05-31%2C_DD_23.jpg,https://commons.wikimedia.org/wiki/File:Letr%C3%ADnido%20(Lethrinus%20obsoletus)%2C%20Zanz%C3%ADbar%2C%20Tanzania%2C%202024-05-31%2C%20DD%2023.jpg,魚類
624,チチブ,魚類,脊椎動物,ハゼア目,ハゼ科,ハゼ科に分類され海で生活する魚でチチブと呼ばれる。,Q427396,Tridentiger obscurus,283048,92033402640400,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Tridentiger_obscurus-2_by_OpenCage.jpg/960px-Tridentiger_obscurus-2_by_OpenCage.jpg,https://commons.wikimedia.org/wiki/File:Tridentiger%20obscurus-2%20by%20OpenCage.jpg,魚類
625,ツマジロオコゼ,魚類,脊椎動物,カサゴ目,ハオコゼ科,ハオコゼ科に分類され海で生活する魚でツマジロオコゼと呼ばれる。,Q2131058,Ablabys taenianotus,221449,92033904020100,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Ablabys_taenianotus_by_Vincent_C_Chen.jpg/960px-Ablabys_taenianotus_by_Vincent_C_Chen.jpg,https://commons.wikimedia.org/wiki/File:Ablabys%20taenianotus%20by%20Vincent%20C%20Chen.jpg,魚類
626,テングギンザメ,魚類,脊椎動物,ギンザメ目,テングギンザメ科,テングギンザメ科に分類され海で生活する魚でテングギンザメと呼ばれる。,Q2280911,Rhinochimaera pacifica,271420,92020602010100,,,魚類
627,テングハコフグ,魚類,脊椎動物,フグ目,ハコフグ科,ハコフグ科に分類され海で生活する魚でテングハコフグと呼ばれる。,Q657010,Ostracion rhinorhynchos,278935,92034206010400,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/%E3%83%86%E3%83%B3%E3%82%B0%E3%83%8F%E3%82%B3%E3%83%95%E3%82%B0_(Ostracion_rhinorhynchos).jpg/960px-%E3%83%86%E3%83%B3%E3%82%B0%E3%83%8F%E3%82%B3%E3%83%95%E3%82%B0_(Ostracion_rhinorhynchos).jpg,https://commons.wikimedia.org/wiki/File:%E3%83%86%E3%83%B3%E3%82%B0%E3%83%8F%E3%82%B3%E3%83%95%E3%82%B0%20(Ostracion%20rhinorhynchos).jpg,魚類
628,テンジクイサキ,魚類,脊椎動物,スズキア目,イスズミ科,イスズミ科に分類され海で生活する魚でテンジクイサキと呼ばれる。,Q2707303,Kyphosus cinerascens,218708,92032739010200,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Chopas_gris%C3%A1ceas_(Kyphosus_cinerascens)%2C_parque_nacional_Ras_Muhammad%2C_Egipto%2C_2022-03-26%2C_DD_132.jpg/960px-Chopas_gris%C3%A1ceas_(Kyphosus_cinerascens)%2C_parque_nacional_Ras_Muhammad%2C_Egipto%2C_2022-03-26%2C_DD_132.jpg,https://commons.wikimedia.org/wiki/File:Chopas%20gris%C3%A1ceas%20(Kyphosus%20cinerascens)%2C%20parque%20nacional%20Ras%20Muhammad%2C%20Egipto%2C%202022-03-26%2C%20DD%20132.jpg,魚類
629,ナガテングハギモドキ,魚類,脊椎動物,ニザダイア目,ニザダイ科,ニザダイ科に分類され海で生活する魚でナガテングハギモドキと呼ばれる。,Q2404640,Naso lopezi,278006,92033202020300,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Elongate_unicornfish_in_Night_coloration_(Naso_lopezi)_(42955826600).jpg/960px-Elongate_unicornfish_in_Night_coloration_(Naso_lopezi)_(42955826600).jpg,https://commons.wikimedia.org/wiki/File:Elongate%20unicornfish%20in%20Night%20coloration%20(Naso%20lopezi)%20(42955826600).jpg,魚類
630,ナメモンガラ,魚類,脊椎動物,フグ目,モンガラカワハギ科,モンガラカワハギ科に分類され海で生活する魚でナメモンガラと呼ばれる。,Q2185965,Xanthichthys mento,276247,92034203100100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Xanthichthys_mento_at_Waikiki_Aquarium-01.jpg/960px-Xanthichthys_mento_at_Waikiki_Aquarium-01.jpg,https://commons.wikimedia.org/wiki/File:Xanthichthys%20mento%20at%20Waikiki%20Aquarium-01.jpg,魚類
631,ニセゴイシウツボ,魚類,脊椎動物,ウナギ目,ウツボ科,ウツボ科に分類され海で生活する魚でニセゴイシウツボと呼ばれる。,Q2223606,Gymnothorax isingteena,271842,92030405051600,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Gymnothorax_isingteena.jpg/960px-Gymnothorax_isingteena.jpg,https://commons.wikimedia.org/wiki/File:Gymnothorax%20isingteena.jpg,魚類
632,ヌタウナギ,魚類,脊椎動物,メクラウナギ目,ヌタウナギ科,ヌタウナギ科に分類され海で生活する魚でヌタウナギと呼ばれる。,Q848385,Eptatretus burgeri,279272,92010101010100,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Korea-Busan-Haeundae_Market-Inshore_hagfish-04.jpg/960px-Korea-Busan-Haeundae_Market-Inshore_hagfish-04.jpg,https://commons.wikimedia.org/wiki/File:Korea-Busan-Haeundae%20Market-Inshore%20hagfish-04.jpg,魚類
633,ハコベラ,魚類,脊椎動物,スズキア目,ベラ科,ベラ科に分類され海で生活する魚でハコベラと呼ばれる。,Q2680979,Thalassoma quinquevittatum,212211,92032761120100,,,魚類
634,ハタタテカサゴ,魚類,脊椎動物,カサゴ目,フサカサゴ科,フサカサゴ科に分類され海で生活する魚でハタタテカサゴと呼ばれる。,Q1045102,Iracundus signifer,218058,92033901270100,,,魚類
635,ヒメジ,魚類,脊椎動物,スズキア目,ヒメジ科,ヒメジ科に分類され海で生活する魚でヒメジと呼ばれる。,Q2263081,Upeneus japonicus,218694,92032735010100,,,魚類
636,ヒメダイ,魚類,脊椎動物,スズキア目,フエダイ科,フエダイ科に分類され海で生活する魚でヒメダイと呼ばれる。,Q2335058,Pristipomoides sieboldii,218509,92032740010500,,,魚類
